Unnamed: 0.1,AssignmentId,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,story,recAgnPairId,recImgPairId,Unnamed: 0
0,3018Q3ZVOJCZJFDMPSFXATCQG04RAI,1.5256995903313764,"[0.0, 0.8400318582852682, 1.6722194126674108, 1.3565592447916666, 1.0860832929611206, 2.431418678977273, 0.88165283203125, 3.103606632777623, 1.5467703683035714, 2.226537068684896, 0.7721636962890625, 2.48095703125, 2.025421142578125, 1.3023158482142858, 1.1597567471590908]","[-36.611942291259766, -46.21519875526428, -25.82781982421875, -28.854736328125, -37.90041971206665, -19.490234375, -28.69622802734375, -25.837890625, -28.50341796875, -26.4388427734375, -54.478485107421875, -23.76171875, -28.869384765625, -11.0439453125, -31.46533203125]","[-36.611942291259766, -71.41615450382233, -49.2388916015625, -49.203125, -56.3638356924057, -46.23583984375, -41.03936767578125, -47.56313705444336, -50.158203125, -53.15728759765625, -73.78257751464844, -43.609375, -45.07275390625, -20.16015625, -44.22265625]","Five months ago, my niece and nephew were born.  They are my sister's first children, and I was so excited when she announced she was pregnant and I would be an aunt.  It was a huge shock when we learned she was having twins!  When they were born, I went to the hospital to visit with them.  I didn't stay long, even though she and her husband were exhausted.  They wanted to spend time alone as a new family.  I will never forget holding the babies for the first time.  My niece especially was tiny.  They were both premature, but she was only 5 pounds.  My nephew was a little bit bigger and seemed stronger.  We were all so grateful that there were no complications or health issues, which I learned can be common with twins.  They were both so perfect and tiny.  I was like holding tiny dolls.  I will never forget that day.  I love them more than I ever expected I would.",,3018Q3ZVOJCZJFDMPSFXATCQG04RAI,0.0
0,308Q0PEVB9Z8LX0Y7Z7O060FETEI96,0.9665279466582328,"[0.0, 0.6921992681243203, 1.4876680319959468, 0.7726800658486106, 0.4359213388883151, 0.9759131537543403, 1.7253956529829237, 0.6104238900271329, 1.20947265625, 0.7258748654966001, 1.233841323852539, 1.1098926544189454, 1.2340691884358723, 0.7327754579741379, 1.1959024047851563, 1.5401611328125, 0.6401976630801246, 0.7957049528757731, 1.126395270937965, 1.1619720458984375, 0.8906258613832535]","[-90.57652235031128, -25.95878040790558, -18.81598663330078, -105.76876020431519, -56.69857978820801, -37.412322998046875, -14.581086874008179, -52.32380938529968, -32.5546875, -60.65232467651367, -43.419761657714844, -34.939476013183594, -68.2811393737793, -79.92919921875, -50.64280700683594, -24.965576171875, -46.76515769958496, -59.68967294692993, -38.58740520477295, -32.6885986328125, -77.46160507202148]","[-90.57652235031128, -41.187164306640625, -51.54468333721161, -139.76668310165405, -68.0325345993042, -54.978759765625, -30.109647750854492, -72.46779775619507, -49.4873046875, -80.25094604492188, -68.09658813476562, -57.1373291015625, -112.7076301574707, -101.1796875, -80.54036712646484, -40.3671875, -60.20930862426758, -83.56082153320312, -62.241705894470215, -51.2801513671875, -105.07100677490234]","A memorable event that I have recently had happen was when my four year old son had foot surgery this past Thursday. He was born with a condition called polydactylism, which means having extra fingers or toes. In my son's case, he was born with an extra pinky toe on his left foot. As a baby it was easier to manage, since babies obviously don't need shoes, but now as a preschooler his extra little toe would often hurt him while wearing tennis shoes. My husband and I always knew that he would need this surgery, but we were still worried when the day actually arrived. Neither he nor I, nor our older son, had ever needed surgery before. This was uncharted waters for us. When we arrived at the hospital Thursday morning, the nurses took his vitals to make sure he was healthy enough for surgery that day. Other than that, a lot of the time was just spent waiting. It made my husband and I feel sad because our son was hungry but he was not allowed to eat prior to the surgery. Thankfully the hospital did have a good amount of toys that helped keep him distracted. Finally around 12:30 in the afternoon he was taken back for his surgery. My husband and I were not allowed to go back with him, but the nurses and doctors made it fun for him by taking him back in a big push car. Once they got to the room, they put a small mask on his face with the strawberry scented gas he had picked out earlier. After he was asleep with the gas, they put the needle in his hand for the other anesthesia. Surgery only lasted about one hour. The nurse came to get my husband and I to take us to where our son was recovering. He's normally a really happy little guy, but unfortunately he was in a lot of pain and very confused coming out of his surgery. He ended up needing three shots of morphine in his IV to manage the discomfort. Thankfully it seemed to work quickly and soon we were on our way home. He seems to be recovering well and we're thankful his surgery was an over-all uneventful, yet memorable, experience.",308Q0PEVB9Z8LX0Y7Z7O060FETEI96,308Q0PEVB9Z8LX0Y7Z7O060FETEI96,0.0
0,3R6P78PK7LXD9L3HFHC26UOBSYBTGW,1.6137466590911018,"[0.0, 1.1066663106282553, 1.4105078246858385, 0.8884974888392857, 2.541725852272727, 2.5093180338541665, 2.4296875, 1.062109375, 1.5027014017105103, 1.001364315257353, 1.60611013805165, 3.3457489013671875, 0.9689378004807693, 2.129611545138889, 2.573330965909091, 0.7436290922619048]","[-51.793609619140625, -31.701133728027344, -29.928287506103516, -34.59228515625, -26.025390625, -26.86474609375, -19.2265625, -48.587890625, -30.913119792938232, -48.679931640625, -36.1400363445282, -20.063995361328125, -31.96435546875, -18.24755859375, -26.810546875, -67.7373046875]","[-51.793609619140625, -48.30112838745117, -55.31742835044861, -47.03125, -53.984375, -56.9765625, -43.5234375, -64.51953125, -53.453640818595886, -65.703125, -63.44390869140625, -53.521484375, -44.560546875, -37.4140625, -55.1171875, -83.353515625]",Over about a week ago I went to go shopping. I went to the local appliance store that's near my home. After arriving at the store I looked around a little bit to see what they had. I went to buy a griddle and there was only one left. I reached to put the last one in my cart. There was another lady there that also wanted a griddle. She stole the griddle from my cart. I was really feeling that move from her so I took it right back. I didn't think things would get that serious over a griddle. After getting the griddle back I browsed around the store a little bit more. I did find a few more things that I ended up grabbing to use. Things that would compliment my new griddle. So finally I went to the cashier to check out. I was finally ready to leave the store. I accomplished what I had came to the store for. I am very happy but also a bit conflicted about the woman who tried to take my griddle.,,308XBLVESJQ42PIEV6FT54WWOMSRBE,0.0
0,3Z4AIRP3C7ZNMNMY28SWOA5BESRX1F,0.9622429163013976,"[0.0, 0.43637884230840773, 1.193510283123363, 0.7948474362492561, 1.2276219685872396, 0.7771809895833334, 1.0257415771484375, 1.0939334106445313, 0.8186471121651786, 0.8698861258370536, 1.6166178385416667, 1.1865882873535156, 0.4260205078125, 1.2073217474895974, 1.2500447591145833, 1.3538315716911764, 1.110137939453125, 0.6583984375, 1.1141020830939798, 1.084047408331008]","[-72.513427734375, -28.340469360351562, -36.12847173213959, -80.32408142089844, -41.47425079345703, -56.208984375, -33.028076171875, -43.46161651611328, -62.88543701171875, -44.8955078125, -40.2841796875, -39.83946228027344, -51.3819580078125, -37.31869697570801, -27.642578125, -38.31884765625, -21.1031494140625, -36.1982421875, -49.02880859375, -45.77399826049805]","[-72.513427734375, -37.504425048828125, -62.38569796085358, -105.75919938087463, -59.888580322265625, -72.52978515625, -49.43994140625, -70.80995178222656, -85.80755615234375, -57.07391357421875, -59.68359375, -63.57122802734375, -62.032470703125, -65.08709716796875, -46.39324951171875, -61.333984375, -34.4248046875, -46.07421875, -86.90827941894531, -68.53899383544922]","When someone moves out of the rental property next to me, I never know who's going to move in.  Most of the time, that's not a problem, but every now and then, it is.  I've had to put up with some incredibly obnoxious neighbors there in the past.  Consequently, I always hold my breath when someone's moving out until I know who's going to live there next, always hoping for the best.  This new neighbor moved in as fast as my old neighbors moved out.  I heard her over there the first day she was there and I walked over to introduce myself to her.  She's ten years older than I am, single, and very pleasant.  As it turns out, surprisingly, we know a lot of the same people and have a lot of interests in common.  Our values seem to be the same, and both of us want to be good neighbors, which is a relief to both of us.  (She was concerned about what type of person I was, too.)  My new neighbor and I quickly started becoming friends.  When we see each other outside, we always take a few minutes to exchange pleasantries and talk.  She has trouble doing some things because she has a bad back, so I've been helping her out whenever I can.  She's so grateful for that, she's gone out of her way to do some things for me.  She loves to cook and she's shared meals with me.  She has little dinner parties every other week or so and I'm always invited.  I've really enjoyed getting to know my new neighbor.  I always enjoy seeing her and I know she's there for me.  If I have to go away, I know she'll keep an eye on the place for me, and likewise, I'd do the same for her.  It makes living in such close proximity very comfortable, and that's worth its weight in gold.",30BXRYBRP5JJ1Y2MUSZVEE7BBFDHWQ,,0.0
0,30IQTZXKALSNFY1G6POWA5M1W8SX0M,1.2078561193192645,"[0.0, 0.7193855617357336, 1.2649643637917258, 0.9389935661764706, 1.162367894099309, 1.4322350543478262, 1.551264712685033, 1.2892144719759624, 1.0884058634440104, 0.9623954079367898, 1.7381327311197916, 1.5170491536458333, 2.563797724874396, 1.4346147017045454, 1.1069693168004353, 0.6806566007435322, 0.9446792602539062, 1.459765625, 0.3966779206928454, 1.9055524553571428]","[-67.39952087402344, -54.277679443359375, -47.94023132324219, -64.177734375, -48.66786193847656, -51.03564453125, -47.41033935546875, -48.28555250167847, -72.06278991699219, -52.403106689453125, -34.285430908203125, -44.419921875, -25.757691860198975, -43.3876953125, -63.24809741973877, -63.13175868988037, -49.84039306640625, -55.4140625, -93.7965087890625, -30.54296875]","[-67.39952087402344, -70.82354736328125, -75.76944732666016, -96.103515625, -78.8894271850586, -83.97705078125, -76.88436889648438, -79.22669982910156, -104.7149658203125, -73.5758056640625, -60.357421875, -80.8291015625, -74.4698486328125, -74.94921875, -89.81536102294922, -84.9127699136734, -72.5126953125, -84.609375, -108.87026977539062, -57.220703125]","Last month, I took a solo camping trip to the local state forest managed by the DEC. It was a great way to get away from the family, and I was very thrilled to be doing so. I brought my larger tent, as I felt the 2-man tent was not going to cut it. I had to find a clearing in the woods so that I could place it, and there was a nice spot about 300 feet in from the road. However, it was overshadowed by a 25 foot dead pine tree that was in the process of falling over. I pulled out my axe and helped it, knocking it down in about 10 minutes of work. I had to use my saw in certain parts due to the way the tree was angled. Once I finally got it down, I had plenty of firewood at my disposal, right next to my camp! I proceeded to de-limb the tree for kindling, and then sawed the larger main trunk of the tree for actual firewood. After clearing the area for about an hour, I now had a nice flat place to put my tent. I pitched my tent after sweeping the area with a few branches. When that was done, I decided to scour the area for large stones so that I could build a fire pit. I found about a dozen decent sized stones and carried them back to the campsite. I dug a small pit and arranged the stones around it, a wonderful start to my camping trip. From that point on, it was basically cooking, enjoying the scenery, and being along with my thoughts. I did some scouting around the area and found a very old graveyard, which I estimated to be at least 140 years old! The strange thing is that it was on top of a mountain, so someone had to come up here to build it. I feel it was an appropriate place, as the area was quite beautiful and had a wonderful view. I really enjoyed my camping trip up in the woods and got some much needed relaxation and time to myself, without the chattering of my wife and children to distract me. I plan on doing this again and cannot wait until my next trip.",,30IQTZXKALSNFY1G6POWA5M1W8SX0M,0.0
0,39GHHAVOMGD3J2ES8MWXVZ40SNE4J0,1.0596587091352294,"[0.0, 0.7429793221609933, 1.0941111246744792, 1.1648957994249132, 0.7613801956176758, 1.219301011827257, 1.94873046875, 0.7378031412760416, 0.507703857421875, 0.8409818376813616, 1.975830078125, 0.6222294398716518, 1.069140625, 1.4404393246299343, 1.2364339192708333, 1.31024169921875, 0.8443378266834077, 0.6069438417079085, 2.010031960227273]","[-175.63731575012207, -69.68441772460938, -79.4307861328125, -49.595977783203125, -123.6208267211914, -53.719322204589844, -30.521484375, -60.58770751953125, -158.61207580566406, -76.20162963867188, -48.69580078125, -69.995849609375, -42.46484375, -62.7882080078125, -48.960205078125, -47.81829833984375, -59.01275634765625, -128.6862564086914, -26.2724609375]","[-175.63731575012207, -90.48783874511719, -105.689453125, -70.56410217285156, -154.07603454589844, -75.66674041748047, -53.90625, -73.8681640625, -183.9972686767578, -105.63599395751953, -84.2607421875, -87.41827392578125, -53.15625, -90.15655517578125, -67.5067138671875, -66.16168212890625, -76.74385070800781, -164.495943069458, -48.3828125]","my childhood friend Jennifer was a very gentle and loving friend of mine, when he started dating Nathan it started like a joke we both used to talk about how unserious Nathan was, and how careless and extravagant he was with his spending. He worked at an electronic shop as a sales representative so he did not make enough money yet he spends much more than he earns. It was that bad that i sometimes began to imagine how Jennifer managed to put up with all of his excesses .The most devastating problem about Nathan was that he was a chronic womanizer. In the course of there relationship he has cheated on Jennifer more than seven times, the ones i can still remember or would i say the ones he was caught and could not deny them. Jennifer was sometimes traumatized and always caught in an emotional blackmail. She suffered a lot during the six years of there relationship. I could not understand why she keeps condoling his act of cheating on her. So one day she cried and came to me to complain about how Nathan has just cheated on her i was so mad at her, Nathan and her entire relationship that i screamed at her attempting to give a  piece of my mind. I asked her what she was doing with that good for nothing man, she told me she loved him so much and that she has tried to stop loving him but cannot. the more she tries the more the love increases and how she can not live without him . In frustration i told her to leave my house and that i did not want to hear about Nathan and her relationship with him ever again. both after two years their relationship was still on. Nathan had apologized to her and she forgave him as always and there were back together. Nathan got some religion into his life, he is now a christian. Jennifer told me how everything about Nathan has tremendously changed. I saw the joy i hadn't seen in her for a long time i was happy for her. I was so shocked one morning when she told me that Nathan proposed and she accepted and she would want me to be her maid of honor on her wedding day i was honored to do it and so i was the Maid of Honor in my best friend's wedding. I stood by her and watched her marry her husband.",,30IQTZXKALSNFY1G6POWA5M1W8T0XQ,0.0
0,3QUO65DNQVAG1BZ435FKGZJGQGDOUZ,0.9849591821511332,"[0.0, 0.8712908092298006, 1.5387544631958008, 1.3897276520729065, 1.5692422986030579, 0.8881082203653123, 1.336236870288849, 1.6081321022727273, 1.1965548552964862, 1.2922630650656564, 0.6205538323051051, 0.876953818581321, 0.7127518313271659, 0.6263492663701375, 0.30139645663174713, 0.9310313728120592]","[-74.115234375, -35.89520263671875, -32.99711608886719, -37.040547013282776, -27.02868163585663, -39.30338537693024, -42.01382803916931, -18.556640625, -45.24209523200989, -48.599276065826416, -91.88906860351562, -24.292373657226562, -44.39490222930908, -72.66796469688416, -96.88790893554688, -30.5645592212677]","[-74.115234375, -52.44972801208496, -57.6171875, -67.61455535888672, -52.136558413505554, -55.28933334350586, -68.73856544494629, -36.24609375, -67.97663748264313, -84.7826418876648, -115.47011423110962, -33.938865661621094, -64.35195350646973, -91.45844268798828, -106.83399200439453, -47.323123931884766]","So basically my brother and I were in a car accident a while back coming off after seeing a movie.  Everyone ended up being alright, but it was pretty terrifying at the time.  It happened at night near the mall a few blocks from where I live.  We had just seen a movie and were coming back to my house when we were hit out of nowhere.  The driver of the other car got out and was visibly intoxicated.  He seemed very nervous and wanting to get out of there before the cops arrived.  There were some cops right down the street so it didn't take them long to arrive.  They asked a few questions and took a few pictures.  I saw in the distance that they were giving the other driver a field sobriety test.  After that, I just remember seeing them put the other driver in handcuffs and loading him into the back of a cruiser.  It actually ended up being a bit fortuitous, in that we received a decent payout from the other driver's insurance, most likely because he had been intoxicated.  Neither of us have any lasting injuries.  I had a little soreness in my neck for a few days, but the doctor said it was just some minor whiplash.  I actually haven't even thought about it since the last time I did the essay, since there really wasn't any lasting consequences.  The car was totaled out, but still drives fine (in fact, it was already totaled out before that due to some hail damage on the body).  I'm just relieved that nobody was hurt and it wasn't more severe.",30IQTZXKALSNFY1G6POWA5M1WIE0XV,,0.0
0,30JNVC0ORA6EH160IJ0PMPPPOFBQHD,1.2147885055938852,"[0.0, 1.1254608154296875, 1.1092752350701227, 0.7621002197265625, 1.086517333984375, 0.9938456217447916, 1.2740589488636365, 1.7872037887573242, 1.0478238192471592, 1.4412187275133634, 1.2165735418146306, 1.2698567708333333, 0.8904356115004596, 0.9439103499702786, 3.18701171875, 2.095703125, 0.5619523790147569, 0.8616832386363636, 1.1777305603027344, 1.275680688711313, 1.4742335269325657, 1.1430711012620192]","[-78.30935668945312, -52.41691589355469, -66.2129135131836, -40.091796875, -70.24565505981445, -52.28204345703125, -53.099609375, -47.90010070800781, -62.2081298828125, -65.87790298461914, -61.759552001953125, -54.4208984375, -50.36412048339844, -69.89678192138672, -5.1259765625, -22.255859375, -65.2281494140625, -78.55224609375, -59.75543975830078, -96.04021835327148, -48.5625, -63.2161865234375]","[-78.30935668945312, -69.298828125, -86.1798677444458, -49.23699951171875, -97.40858840942383, -70.1712646484375, -81.12890625, -76.495361328125, -85.26025390625, -93.26105880737305, -88.524169921875, -73.46875, -65.50152587890625, -91.60671997070312, -11.5, -41.1171875, -75.34329223632812, -97.50927734375, -80.95458984375, -129.20791625976562, -76.57293701171875, -92.93603515625]","Two months ago, I drove to a few cities in the east coast for a summer campus visit with my kids. My kids are ready going to their college in next a few year. We scheduled for 9 university information sessions and the corresponding campus tours during this trip. We have greatly enjoyed this impressive and informative trip. We directly contacted with the teachers and students from these universities and learned a lot of new information about our interested university. This was a very important visit for my kids to prepare their university applications later on. As their parents, we also felt this visit was very helpful for us to prepare for the coming important events. We learned how to start the preparations for the promising universities earlier. My son has been aiming on his dream school, MIT, because his friends went to this school. I helped him to sort the candidate majors out and went through the admission pages carefully. After talked with the teachers and students there, my son recognized what were his strengths and weaknesses. He said he would start preparations of his standardized tests more earlier. He have made a detail plan for the next 3 years for this endeavor. I thought that it would be better for a family to arrange this kind of campus visit more earlier, i.e. 3 years prior to the university application. This kind of activities obviously encouraged my kids to be more active on their studies. As parents, we also could help them in more specific manors instead of non-focused ways. Through these visits, my kids had their direct experiences with the university campus life. We learned more detail about their interested majors in the candidate universities instead of just numbers such as accept rate and university ranking. We would narrow down the school list and re-visit some of them in the future. In summary, this trip was a very important for us to help the kids to prepare their college application in the coming years.",30JNVC0ORA6EH160IJ0PMPPPOFBQHD,,0.0
0,3WI0P0II62EXHMGY926Z0UKWHJGRDB,1.375946063152158,"[0.0, 0.8688395023345947, 1.2083089491900276, 1.7377485795454546, 1.12548828125, 2.3192274305555554, 2.1686197916666665, 1.0131683349609375, 1.5744105747767858, 1.138671875, 1.3534895948001318, 0.6210254828135172, 1.5434199741908483, 1.674981689453125, 2.60986328125, 1.351738739013672, 1.0820809927853672]","[-38.1201171875, -27.559886932373047, -45.433448791503906, -18.556640625, -27.41015625, -20.580078125, -16.87890625, -38.5283203125, -33.93292236328125, -16.734375, -29.39685082435608, -27.698108673095703, -16.593727111816406, -26.986328125, -22.62890625, -24.37366485595703, -19.93506407737732]","[-38.1201171875, -37.985960960388184, -65.97470092773438, -37.671875, -36.4140625, -41.453125, -29.890625, -54.739013671875, -55.97467041015625, -25.84375, -48.34570515155792, -35.15041446685791, -27.397666931152344, -43.73614501953125, -48.7275390625, -37.89105224609375, -31.837954998016357]",So two weeks ago was the 4th of July. I ended up at my grandparent's lake house. It was always nice and peaceful to watch the fireworks outside of the city. We always had a great time at the lake house. Getting to see old friends and family. It was really like a family get together. We did this every year. It had gotten really important because grandma and grandpa were getting old. We all wanted to get ourselves and our kids together for them. We have always been a close family. We spend most holidays together and always enjoy each others company. The 4th of July is everyone's favorite. It's during the summer. The kids can play and swim together. The adults get to catch up and drink. We always have a really nice barbecue. This is definitely one of my favorite holidays.,,30MVJZJNHNZ4G8K4PHSOC7FFG7Z9JS,0.0
0,32ZKVD547G9CJNXCKGEXN6TGJ41B3C,1.1281112499206816,"[0.0, 1.0562162853422619, 1.3010749816894531, 0.5116490500313895, 2.2562408447265625, 2.468165471003606, 1.5230305989583333, 1.8586774553571428, 0.41890697479248046, 1.1369477354961892, 0.9228515625, 1.378686035380644, 0.8350481305803571, 0.8397507440476191, 0.9872627258300781, 0.5552714029947917]","[-51.4130859375, -46.94095993041992, -27.31707763671875, -87.152587890625, -39.0419921875, -37.4415283203125, -26.6767578125, -34.875, -143.16533660888672, -59.44651556015015, -35.5078125, -36.50036859512329, -35.992431640625, -73.908203125, -50.32506561279297, -88.68888854980469]","[-51.4130859375, -69.12150192260742, -48.13427734375, -105.06030464172363, -75.141845703125, -69.52767944335938, -44.953125, -60.896484375, -159.92161560058594, -85.5963134765625, -42.890625, -59.93803119659424, -47.68310546875, -91.54296875, -75.993896484375, -105.34703063964844]","It was the day before the 4th of July as we drove up into the mountains. It was my sister, her boyfriend, and myself getting ready to enjoy a very American vacation. The next day was the 4th of July fireworks on the lake. The town had a special event every year where people would take their families out on the boats and huddle up in a cove near the town fairgrounds. From the fairgrounds they would launch off tons and tons of fireworks. All in perfect view for the huddled up boats. It was incredible to watch and such a unique experience. There were more boats than I ever remembered there being in the past. Boats blast off their own choice of song as the nearly 45 minute show continued, much to the enjoyment of everyone after a 10 minute disappointing show the previous year. Many people would bring foods to snack on and some would even have grills aboard their boats. It was such an American smell. The smell of fireworks, delicious food and a summer breeze. Seeing the fireworks reflect off the water is truly something else. You could also relax in the water on a raft during the show with the pitch black water below. It's truly a one of a kind experience unique to the area and something I'd gladly do again next year. We spent the rest of the time at the lake enjoying warm weather and family time as well as travelling in town for some antique stores.",30MVJZJNHNZ4G8K4PHSOC7FFG7Z9JS,,0.0
