,AssignmentId,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,story,recAgnPairId,recImgPairId,Unnamed: 0
0,3CCZ6YKWR85W995J0FOUBXWA7JL95M,0.8869017889012674,"[0.06563313802083333, 0.8970016479492188, 0.46643036062067206, 1.1016591389973958, 2.2388598124186196, 1.6076311383928572, 0.7814655303955078, 0.23690723550730738, 0.3977794051170349, 1.9699217251368932, 0.08491099964488637, 1.9421382383866743, 0.8324578603108724, 0.7384033203125, 0.552960847553454, 0.9207589285714286, 0.2635272741317749, 0.8657855987548828]","[-33.000244140625, -29.480873107910156, -52.70357799530029, -28.45355224609375, -11.950752258300781, -25.783203125, -5.55860710144043, -65.35041046142578, -34.9532208442688, -17.03133726119995, -42.5594482421875, -8.820050239562988, -50.99669075012207, -25.2806396484375, -47.2864990234375, -24.1796875, -42.09376621246338, -25.14978790283203]","[-33.787841796875, -42.93589782714844, -62.96504592895508, -48.283416748046875, -25.3839111328125, -48.2900390625, -12.591796875, -72.2207202911377, -39.72657370567322, -30.820789337158203, -44.427490234375, -30.183570861816406, -70.97567939758301, -34.8798828125, -57.792755126953125, -30.625, -45.25609350204468, -32.076072692871094]","In May, my brother and I got into a car accident. He had just arrived in town from overseas to visit for the summer. The day after he arrived, we were driving to one of our favorite taco shops to have lunch. On the way there, we were driving through an intersection when another driver ran a red light. We were t-boned. The other driver hit us on the passenger side, where I was sitting.  Fortunately, no one was seriously injured. My brother's car, which he loves dearly and only gets a chance to drive when he comes to visit, had some body damage. The other driver's car took the worst of the damage. Its front end was badly damaged. I had hit my head on the door frame, so I went to the hospital to make sure I was okay. It turned out that I had a minor concussion. There were no complications, aside from a bad headache, some diziness, and a lot of soreness. All things considered, we are lucky that it was not worse. Unfortunately, I have a lot of anxiety about driving and riding in cars from past experiences. This event brought all of that back. I have been especially anxious while traveling in vehicles lately. I hope that sensation improves soon.",,3CCZ6YKWR85W995J0FOUBXWA7JL95M,0.0
0,308Q0PEVB9Z8LX0Y7Z7O060G2O4I9C,0.5596681331365615,"[0.023026315789473683, 0.4781720479329427, 1.1225466032822926, 0.12424432663690477, 0.43505096435546875, 1.3764241536458333, 0.3085363051470588, 0.4920285132623488, 0.7715911865234375, 0.7147786458333333, 0.4861414292279412, 0.5842013888888888, 0.5716476765545931, 0.48194122314453125, 0.8786057692307693, 0.10575358072916667]","[-43.33984375, -60.563161849975586, -24.610127806663513, -66.683837890625, -33.973419189453125, -18.82958984375, -44.66015625, -49.94258499145508, -47.01953125, -43.1494140625, -46.3468017578125, -35.34765625, -74.86918950080872, -63.3602294921875, -33.15234375, -86.193359375]","[-43.77734375, -74.90832328796387, -38.080687046051025, -69.29296875, -42.6744384765625, -35.3466796875, -49.9052734375, -65.19546890258789, -62.45135498046875, -53.87109375, -54.6112060546875, -40.60546875, -87.44543838500977, -71.0712890625, -44.57421875, -88.7314453125]","I have been feeling a little depressed about the way my life has been going this past year.  My job has been a total disappointment, I feel like I'm getting no where and my boss really treats me disrespectfully.  I am just working to get by and pay the bills. I've tried to figure out something I can do to help the community and also satisfy my budget needs.  After talking to a career counselor, I've decided to get my TEFL certification. I feel like this will make a big difference in my life.  I enrolled last month and am going to be starting my first class in a week. I am a little nervous to be making such a big change in my life, but I am optimistic that this will be a better change for me. The course will be taken at the Daytona State College which is not too far from my house.  I also think I may sign up for a couple of extra curricular activities.  Some of the groups include helping immigrants settle in their new lives in America. I will be helping to navigate around the city. Showing how to use the bus system and make local appointments and shop in the main stores in the area. I also get to help plan parties and celebration in honor of our new friends.  I am already feeling so much more positive and happy about my life. I hope I can really keep moving forward in life and fulfilling my needs to help and actually help people in return.",,3N1FSUEFL6MQGGE0YQAMS19M9PKD4Q,0.0
0,3FQ5JJ512MAKGUUG8CB5VNADY7UKNN,0.7692691175770603,"[0.15280983664772727, -0.011525121228448275, 0.66865234375, 1.0110738118489584, 0.7774090576171875, 1.610807146344866, 0.291259765625, 1.2480061848958333, 0.7127356095747515, 0.9980672200520834, 0.38650747445913464, 1.615234375, 0.06281200208162006, 0.9588227007124159, 0.794921875, 0.6731974283854166, 1.1267832880434783]","[-40.912109375, -71.88787841796875, -22.8310546875, -37.850982666015625, -41.82093811035156, -21.551498413085938, -44.38671875, -21.48291015625, -78.52623748779297, -11.7059326171875, -34.34405517578125, -13.41796875, -53.317466735839844, -42.07813322544098, -27.09375, -78.95556640625, -73.0849609375]","[-42.593017578125, -71.55364990234375, -32.86083984375, -53.01708984375, -61.25616455078125, -32.8271484375, -49.046875, -36.458984375, -94.2064208984375, -17.6943359375, -39.36865234375, -23.109375, -54.510894775390625, -59.336941838264465, -33.453125, -95.1123046875, -99.0009765625]",After waiting for so long I am finally an aunt!! Two months ago my brother and his lovely wife gave birth to a beautiful baby girl and they name her Claudia after our great grandmother. I was so surprised when they told me they were going to have a baby. They tried for a long time and really had thought they would never be parents. So many times they had to go to the fertility clinic and they would get their hopes up just to be disappointed.  But finally our little miracle arrived. I was so proud of my brother and how he handles the birth of his child. I was lucky enough to be invited into the delivery room. It was really amazing to watch the birth of little Claudia and Jill my brothers wife was so brave. She really did a great job. Claudia is now two months old and she is just amazing. She is so beautiful and sweet. It kind of makes me feel bad I never had any children of my own and probably never will. I chose to have a career and didn't really give much time to my personal relationships. But I absolutely love being an aunt. I have kept her on a few occasions so my brother and Jill can go out and get some much needed couple time. I do have to admit I like that I can have baby time then they pick her up and I have me time.,,3YMTUJH0DT2XX5AXKGA1X5R83I2T4O,0.0
0,3DR23U6WE60FP77Q9MME6R30453TEN,0.880329153165442,"[0.061197916666666664, 0.39930313428243003, 1.4172202050685883, 0.7603048411282626, 1.0118872721989949, 1.1315658275897686, 1.4394824028015136, 1.3232421875, 0.1778076171875, 0.3010817307692308, 0.633984375, 0.08042229546440972, 1.5463169642857142, 1.0719273885091145, 0.5152994791666666, 2.158660888671875, 1.1765711167279411, 0.5665742492675782, 0.9534040178571429]","[-32.81640625, -55.43027639389038, -18.71026086807251, -51.15463733673096, -60.459153175354004, -44.84354591369629, -6.365117311477661, -13.26953125, -34.2236328125, -74.3203125, -33.35546875, -52.809173583984375, -44.88330078125, -25.530258178710938, -42.787109375, -16.9888916015625, -60.291259765625, -47.286712646484375, -49.919921875]","[-33.3671875, -67.40937042236328, -41.38578414916992, -67.88134384155273, -84.74444770812988, -74.26425743103027, -13.56252932548523, -18.5625, -36.001708984375, -78.234375, -39.6953125, -54.25677490234375, -66.53173828125, -38.39338684082031, -50.5166015625, -29.94085693359375, -80.29296875, -61.45106887817383, -63.267578125]","I have always been healthy and feeling well. When I became pregnant with my first child I determined to do everything possible to maintain my health as well as the the health of my developing child. This included regular visits to my OB/GYN for checkups. After one visit for routine tests, I got a text to contact the doctor's office as soon as possible. I called immediately, and shocked to be told the test result indicate that my baby may have Downs Syndrome. While still trying to process that news, the doctors told me the best thing I could do is to terminate the pregnancy. I was stunned. How could this be? I have been taking meticulous care of health. I had no statistical markers for risk of have a Downs child. I cried for day, not knowing what to do. Finally, I asked the doctor's office to send the test results indicating this diagnosis. It turns out, the test I took was not even for Downs. There was no way for the doctor to make that determination. The stress of this situation caused me to go into labor 3 months early. And Alex was born healthy. After a 2 weeks in MICU, he came home with and doing great. Now that I have the time and energy, I have hired a law firm that specializes in medical malpractice. The stress and hardship this doctor caused me should never happen to anyone.",,3JW0YLFXRU21YOXBPRLVFHHY00KWW3,0.0
0,3QEMNNSB2YLNZ3WJ0O8TVDTXEHO7DE,0.6417322483674458,"[-0.10433466326106679, 0.6003605769230769, 0.4160759384567673, 0.3854984283447266, 0.9290293375651042, 0.449798583984375, 0.6168635138149919, 0.8944806699399594, 0.2095644068210683, 0.5184171925420347, 0.9649588921490837, 0.22078555563221808, 2.8331527709960938, 0.20876026153564453, -0.13934687564247533, 0.31898733485828745, 0.7298745548023897, 0.9759615384615384, 1.1023483673731487, 0.6649324970860635, 0.6802083333333333]","[-47.10535168647766, -47.8125, -62.90029525756836, -119.06466674804688, -100.25294494628906, -26.939453125, -66.10891723632812, -57.201072692871094, -96.86707735061646, -54.40855026245117, -27.638689041137695, -64.36614608764648, -25.02227783203125, -57.03900146484375, -58.265525817871094, -133.32201623916626, -63.87786865234375, -76.6328125, -51.13827991485596, -68.4858512878418, -36.43359375]","[-44.80998909473419, -55.6171875, -78.29510498046875, -134.48460388183594, -142.05926513671875, -32.3370361328125, -83.99795913696289, -81.35205078125, -106.71660447120667, -66.33214569091797, -44.04299020767212, -69.4442138671875, -47.6875, -61.005446434020996, -55.61793518066406, -150.86631965637207, -88.693603515625, -102.0078125, -77.59464073181152, -89.09875869750977, -46.63671875]","Dear Diary,I know I haven't been around much lately but today is a good day. Today I got my 60 day chip for being sober. I feel pretty good about the fact that I was able to get back on the wagon, but I'm also pretty disappointed in the fact that I fell off to begin with. I'd say that's 8 years wasted, down the drain, but my support group says that I need to consider that addiction is an illness that never actually subsides. It will always be there with you, so it's important to be weary of triggers for relapse, but I was still an addict for those 8 years so it's not that I've failed. As you know, a year ago, my mother passed away. After she passed, her house was seized by the bank and that's where I had been living while I try to get my life in order. Karen came to the funeral and when I told her about my issues, she said she had just the thing to pick me up. I shouldn't have been hanging out with her to begin with, but with the passing of my mom, it seemed like she just wanted to reminisce about the good old days and I was really feeling the nostalgia. So, I went to the party with her and in my desperation, started drinking while we were there. It was a wild night, and I really wasn't in a good head space. I ended up passing out on the uber ride home and she had to practically carry me to my bathroom. We tipped the uber pretty well. I woke up on the bathroom floor and immediately regretted my night, but thought.. 'to hell with it' and went to the liquor store right away and stocked up. I drank for about 3 days straight thinking I'd be able to get back on the wagon myself, but those few days of acceptance led to months of acceptance and I found myself at work trying to hide my vodka in a water bottle. When my brother came to visit, he noticed all of the empty bottle in the trash and convinced me to take a week off and go to a rehab facility. I agreed and my time there was nice, they really helped me understand my triggers and forgive myself while taking responsibility for my actions. Since my release, I've been going to AA meetings and tonight I got my 60 day chip. I'm confident in my progress but I am still a little ashamed of the fact that I fell so far off the wagon after 8 years. I'm hoping things will get better with my new job and apartment.",,3O7L7BFSHFBPGTRFFANASK1Q5PHEIX,0.0
0,3U84XHCDIDZTJHJWQ8ZJJTSPXE7Z42,0.6766164060010551,"[-0.04098917643229167, 0.5265072413853237, 1.0879720052083333, -0.012586805555555556, 0.9604644775390625, 1.4979654947916667, 0.4422709147135417, 0.3126220703125, 0.44661767666156477, 1.6197916666666667, 0.34914713747361126, 0.240985107421875, 0.16896275111607142, 0.7460435231526693, 0.9438920454545454, 0.7954358552631579, 0.2604417067307692, 1.3178013392857142, 0.5085669926234654, 1.0430575284090908, 0.8414713541666666, 0.8291200256347656]","[-26.030609130859375, -14.813247680664062, -32.353271484375, -33.46875, -14.72430419921875, -16.80126953125, -24.9544677734375, -36.6884765625, -19.08529043197632, -26.013671875, -31.792871713638306, -31.875732421875, -40.5498046875, -32.4656867980957, -17.865234375, -50.28564453125, -33.720703125, -15.77734375, -38.267208099365234, -33.6513671875, -36.01171875, -56.040496826171875]","[-25.415771484375, -18.498798370361328, -48.6728515625, -33.35546875, -20.487091064453125, -25.7890625, -30.26171875, -40.1273193359375, -24.89132022857666, -40.591796875, -37.7283730506897, -35.490509033203125, -42.915283203125, -43.65633964538574, -28.248046875, -65.39892578125, -37.1064453125, -25.001953125, -45.38714599609375, -45.125, -46.109375, -76.76849746704102]","Five months ago, I went through one of the worst periods in my life. I suffer from clinical depression. It is difficult to put into words how deep and dark that place can be. Everything that I typically enjoy doing faded away. Food tasted less delicious. My interest in sports faded. It seemed as though the light had gone out of my world. The people I am closest to became less important to me. I didn't want to get out of bed in the morning. I would either sleep too little or too much. I couldn't find any semblance of peace or enjoyment in my life. I talked to my doctor and he increased the dosage of my medication. It took almost 3 months to pull out of that deep depression. To people that have not experienced depression, it is absolutely crippling. Mental health is a topic that is not well understood. People think you are ""just down"" or ""blue"" but it goes much deeper than that. By the beginning of August, I started to feel like myself again. Light had entered my life once again. The experience made me so thankful to be out of that dark place. I have experienced 4 other similar episodes in my life. The most recent depression was the worst of the 5. I am just thankful to have it behind me and I pray it is a long time until I am afflicted again.",,3U84XHCDIDZTJHJWQ8ZJJTSPXE7Z42,0.0
0,3EFE17QCRDRQUHLDANPUHP4QY34HST,0.7070130264685298,"[-0.1690340909090909, 0.6924493963068182, 0.9708251953125, 1.131604646381579, 0.41807755180027173, 0.771783447265625, 0.3172052556818182, 1.4251130756578947, 0.759014892578125, 0.77364501953125, 0.3442670822143555, 1.0508087158203125, 0.48067626953125, 0.949305814855239, 0.689453125]","[-38.603515625, -42.28662109375, -39.81787109375, -35.32080078125, -92.05659484863281, -44.1268310546875, -63.59228515625, -39.6630859375, -53.706787109375, -43.271728515625, -34.094926834106445, -41.425140380859375, -60.093505859375, -33.02577209472656, -16.759765625]","[-36.744140625, -57.5205078125, -59.234375, -56.8212890625, -111.28816223144531, -59.5625, -70.57080078125, -66.740234375, -72.68215942382812, -58.74462890625, -37.53759765625, -51.9332275390625, -69.70703125, -49.163970947265625, -22.96484375]","Five months ago I had to go to a deposition. It was in the next town and I do not own a car so I had to take a very early bus. There was a bad ice storm that day and it took a lot longer than I expected to get there.  Since I was running late I did not have time to get anything to eat before the deposition. During the deposition I was asked a lot of questions about my memory of the events (which I do not want to get into too much detail) and they continually made me feel like a liar and incompetant. They kept on implying that I was a bad person and it was a big pain in the ass. Afterwords I had to catch another bus back and only had time to get a hot dog from a street vendor. It must have been a bad one because on the ride back I was throwing up the whole way.  Luckily a kind person in the next seat helped me and gave me water and some baby wipes to clean up with.  It was a horrible experience overall but could have been even worse without the kindness of that man. I have developed a hatred for busses.  I no longer feel so great about hot dogs either. MY advice to others would be to not trust street food, especially if you are already stressed out. The stomach can do nasty things to you if it is not treated well. Hopefully I will never go through that again.",,3TXMY6UCAFAN0TVKWRMOBYS93IHQCX,0.0
0,3WAKVUDHUX29G575MJYI5DXKANU7UJ,0.7781416558600092,"[-0.23876953125, 0.7141335227272727, 0.8855257901278409, 1.0446428571428572, 1.3863636363636365, 0.9020647321428571, 0.037286931818181816, 1.2222377232142858, 0.3880208333333333, 0.3359375, 0.5638020833333334, 2.28515625, 0.91650390625, 0.19209798177083334, 0.3197265625, 1.4955357142857142]","[-35.140625, -27.671875, -27.013671875, -33.939453125, -25.94970703125, -15.455078125, -39.52734375, -24.6943359375, -18.171875, -17.765625, -33.86328125, -12.76171875, -24.1328125, -21.63916015625, -29.998046875, -27.9453125]","[-33.23046875, -35.52734375, -36.75445556640625, -48.564453125, -41.19970703125, -21.76953125, -39.9375, -33.25, -20.5, -19.109375, -38.9375, -24.1875, -31.46484375, -22.791748046875, -33.1953125, -38.4140625]","My little girl came at the right time. It was about six months ago, when I had her. It was a big blessing and I was so happy. I did not know if I could have the baby in a natural way. However, my husband was next to me all the while. This made the process so much easier. I was in pain, but his presence made it easy. He has always been a supporting rock. He held my hand through it. I pushed and pushed. The baby came out and she was so pretty. We named her Juju. This was a name of our good friend. She was happy and honored. We went home happy with our new bundle of joy. We love getting her in our arms.",,3KJYX6QCMAX2DFX7SIXK4P4CFHWVJG,0.0
0,3Q5ZZ9ZEVP1WV4M9VNIGB11ZM8X58C,0.7101918123394723,"[0.009162454044117647, -0.1043391227722168, 1.259033203125, 1.7056405203683036, 0.556103515625, 0.6311214671415442, 0.4500907897949219, 0.08175893930288461, 1.213844005878155, 1.452999628507174, 0.8979327461936257, 0.712158203125, 0.2593390520881204, 0.9517045454545454, 0.5763272372159091]","[-39.24304962158203, -44.22621154785156, -19.74560546875, -26.66986083984375, -74.70751953125, -23.34130859375, -52.61857604980469, -32.97314453125, -21.991363525390625, -32.5221529006958, -29.129995346069336, -19.708984375, -39.27751159667969, -23.01953125, -34.424072265625]","[-39.39881134033203, -42.556785583496094, -32.3359375, -50.548828125, -85.82958984375, -34.07037353515625, -61.620391845703125, -34.0360107421875, -37.77133560180664, -51.41114807128906, -39.00725555419922, -25.40625, -43.686275482177734, -33.48828125, -40.763671875]","A memorable event in my life was back in May of 2019.  I have finally graduated from college and received a Bachelors degree in Accounting.  It took me five long years to complete that degree. Two years in community college and another three years in the CSU system. I had to fight hard for all the classes as registration filled out very quickly on enrollment dates.  For the first time I was able to see the light at the end of the tunnel. All my hard work paid off and I can finally say I have a accomplished one of my biggest goal. It was my graduation year and I felt very happy about it. My family and friends showed up to celebrate my big accomplishment. My significant other also came along to celebrate such a big event. They brought me thoughtful gifts and colorful flowers. We went to dinner with the whole family. They showered me with love and appreciation, which is what mattered the most.  From that day, I was ready for the real world. I was happy I concluded an important chapter in my life.",,3Q5ZZ9ZEVP1WV4M9VNIGB11ZM8X58C,0.0
0,3H7Z272LX8TV3LOB9R0YECSMYPVLPX,0.6869573531131146,"[-0.18020160381610578, 0.5580590692433444, 1.0031005859375, 0.4946857452392578, 0.47253819169669314, 0.2857013429914202, 0.3857662803248355, 0.44507494839754974, 1.0798284912109375, 0.46400479475657147, 0.6242327008928571, 0.760771475055001, 1.288313024184283, 0.8805486505681818, 0.821083128452301, 1.005305570714614, 0.460693359375, 0.5679117838541666, 1.044097900390625, 0.8367660999298095, 1.1278228759765625]","[-44.760467529296875, -58.4867228269577, -30.808837890625, -57.59442138671875, -91.35042381286621, -67.95413303375244, -50.29754638671875, -55.317955017089844, -48.74470520019531, -52.63984799385071, -41.7197265625, -45.38779926300049, -28.654861450195312, -51.283203125, -38.709447622299194, -32.97706604003906, -61.087890625, -35.86944580078125, -58.053466796875, -37.75682878494263, -13.64593505859375]","[-42.4178466796875, -70.76402235031128, -40.83984375, -67.4881362915039, -105.05403137207031, -73.95386123657227, -57.627105712890625, -65.10960388183594, -75.74041748046875, -65.16797745227814, -50.458984375, -62.12477171421051, -50.556182861328125, -70.6552734375, -58.41544270515442, -50.0672607421875, -68.458984375, -46.09185791015625, -83.11181640625, -50.30832028388977, -27.1798095703125]","I spoke with Derek again today and he's doing better. His cast comes off in another couple of days and he's excited to get to walk without crutches. The damn cast was a menace to society! There have been tons of times when he's swung that thing around and nearly tripped me. It's also riddled with dirty drawings scribbled in marker and jokes poking fun at him falling off a cliff. I still can't believe he took that tumble, but Derek likes to act fearless. I also think he might have been a little drunk, but I could never really be sure. The strangest part is that it was a cliff that we've climbed a hundred times before. I have no idea how he slipped in a way that propelled him off the cliff face and onto the ground below. That's why I think he may have been drinking beforehand, it wouldn't be out of the realm of possibilities. When he hit the ground, we did chuckle a little bit. It didn't look like that bad of a fall and he landed on a soft part of the ground. Once he started moaning and whimpering, we knew it was pretty bad. We quickly ran down to check on him and his leg was bent up behind him in a very unnatural way. We had to call for an ambulance and they came into the park and took him out on a stretcher. That was almost two months ago and he's finally getting back to some normalcy. He hated having the cast at first but eventually it started to get him attention. Each time he told the story of how he fell, it got wilder and wilder. At one point I think he included something about a fight with a bear, but no one believed that version of the story. I'm happy that the fall didn't permanently injure him. I hope he learns to be more careful in the future.",,3ZY8KE4ISKPJZ21KN8HT1QGYU5NQVO,0.0
