scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id,history_length
0.3748815818534259,"[0.026978015899658203, 0.4597249348958333, 0.257843017578125, 0.4634454900568182, 0.3010688055129278, 0.381420070842161, 0.6475494384765625, 0.37640577746975806, 0.45949868594898896]","[-80.45330810546875, -86.23583984375, -109.06011962890625, -48.39013671875, -277.5389862060547, -147.4874267578125, -45.16400146484375, -88.6424560546875, -104.48434448242188]","[-81.31660461425781, -100.027587890625, -118.858154296875, -58.5859375, -302.8287658691406, -169.9912109375, -58.114990234375, -100.31103515625, -120.1072998046875]",Old friend calls after twenty years of silence.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.35628082358798047,"[-0.08919270833333333, 0.49009243277616277, 0.540085502292799, 0.2371063232421875, 0.4763997395833333, 0.3038623046875, 0.2810280539772727, 0.6629305752840909, 0.409588623046875, 0.2509073893229167]","[-51.19921875, -129.92599487304688, -63.57275390625, -107.2496337890625, -100.189453125, -86.36029052734375, -59.3037109375, -53.46044921875, -60.64459228515625, -91.3326416015625]","[-49.59375, -150.99996948242188, -75.99472045898438, -114.8370361328125, -114.4814453125, -93.95684814453125, -65.486328125, -68.044921875, -72.9322509765625, -98.85986328125]",You find someone’s wallet and recognize the photo inside.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.42106933847127664,"[-0.0185546875, 0.36888985011888586, 0.241314697265625, 0.5195746788611779, 0.63037109375, 0.7275434221540179, 0.35647461906312006, 0.8421622514724731, 0.1218481210561899]","[-0.1875, -85.35525512695312, -38.5242919921875, -64.53842163085938, -88.388671875, -73.3812255859375, -181.33631896972656, -94.33539962768555, -171.37619018554688]","[-0.1689453125, -93.8397216796875, -43.3505859375, -78.04736328125, -106.0390625, -93.75244140625, -203.79421997070312, -121.28459167480469, -179.29631805419922]",Neighbor asks you to keep a strange secret.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.3993294211625748,"[0.016764322916666668, 0.7728271484375, 0.20354207356770834, 0.4620930598332332, 0.15840031550480768, 0.6603025289682242, 0.5213764989098837]","[-86.359375, -63.0400390625, -153.71484375, -84.65162658691406, -170.5791015625, -93.5461540222168, -136.0390625]","[-86.81201171875, -81.587890625, -163.48486328125, -96.66604614257812, -178.81591796875, -110.71401977539062, -158.458251953125]",You overhear a conversation not meant for you.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.43277231936534627,"[-0.12161458333333333, 0.29552734375, 0.2808837890625, 0.40470755100250244, 0.8678151448567708, 0.998766447368421, 0.581689453125, 0.15440340909090908]","[-96.078125, -66.88262939453125, -94.4871826171875, -182.27718353271484, -95.40011596679688, -71.30859375, -87.3175048828125, -185.14501953125]","[-92.4296875, -74.27081298828125, -105.441650390625, -208.178466796875, -121.4345703125, -90.28515625, -107.6766357421875, -193.63720703125]",Unexpected letter arrives with no return address or name.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.46219471410941576,"[0.022709369659423828, 0.4588134765625, 0.2693684895833333, 1.0095707820012019, 0.6365167025862069, 0.563165283203125, 0.16515174278846154, 0.7522786458333334, 0.15974934895833334, 0.3651501885775862, 0.681667825450068]","[-87.36392211914062, -133.613037109375, -122.7431640625, -111.83963012695312, -80.017578125, -56.8006591796875, -103.76171875, -77.10400390625, -87.69140625, -109.24267578125, -73.10093688964844]","[-87.99978446960449, -149.6715087890625, -134.056640625, -151.212890625, -98.4765625, -68.06396484375, -108.0556640625, -97.41552734375, -91.525390625, -119.83203125, -88.779296875]",A chance meeting changes your entire daily routine.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.5126447178034448,"[-0.09294181034482758, 0.7997412109375, 0.47091443610913825, 0.6990785598754883, 1.2439552589699074, 0.5660491943359375, 0.5934877748842593, 0.39140625, 0.23949085582386365, 0.21526544744318182]","[-103.84326171875, -62.2154541015625, -76.30355834960938, -71.20764923095703, -70.0955810546875, -82.50341796875, -80.4183349609375, -64.54296875, -79.668701171875, -109.402099609375]","[-101.14794921875, -82.208984375, -91.84373474121094, -87.98553466796875, -103.682373046875, -99.48489379882812, -96.4425048828125, -70.4140625, -84.9375, -116.505859375]",You help a stranger and they never say thanks.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.3139288519450468,"[0.028157552083333332, 0.509033203125, 0.07369791666666667, 0.5291568531709558, 0.13702713815789475, 0.3894264914772727, 0.667266845703125, 0.18580118815104166, 0.21108049665178572, 0.40864083426339287]","[-96.439453125, -56.85546875, -149.494873046875, -257.6998291015625, -78.173828125, -60.25439453125, -44.084781646728516, -66.073974609375, -138.066650390625, -84.17973327636719]","[-97.2841796875, -65.0, -152.811279296875, -293.6824951171875, -80.77734375, -68.82177734375, -53.426517486572266, -70.533203125, -145.4544677734375, -98.48216247558594]",Lost phone reveals someone’s hidden double life.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.4988676577267002,"[-0.05035721628289474, 0.7795024671052632, 0.6874152289496528, 0.4445953369140625, 0.3732766544117647, 0.591982421875, 0.6046875, 0.40610267376077586, 0.44917755126953124, 0.7025218290441176, 0.49863978794642855]","[-93.32421875, -62.162109375, -93.95086669921875, -115.73275756835938, -80.4140625, -88.730224609375, -99.0, -88.579345703125, -55.337677001953125, -63.2255859375, -74.6884765625]","[-92.367431640625, -76.97265625, -112.51107788085938, -127.292236328125, -86.759765625, -103.52978515625, -114.1171875, -100.3563232421875, -64.32122802734375, -75.16845703125, -88.650390625]",You see someone you know pretending not to notice.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.43424910534722905,"[-0.07312950721153846, 0.5972008338341346, 0.46662139892578125, 0.3098288143382353, 0.4836573446950605, 0.5065018503289473, 0.44296499399038464, 0.3975016276041667, 0.4751383463541667, 0.7410416141633065, 0.429412841796875]","[-102.1092529296875, -67.2777099609375, -94.804931640625, -116.69140625, -92.86729431152344, -95.6650390625, -99.27783203125, -90.99609375, -86.4912109375, -74.9627685546875, -77.2076416015625]","[-100.2078857421875, -82.804931640625, -109.73681640625, -127.2255859375, -107.86067199707031, -114.912109375, -110.794921875, -100.5361328125, -97.89453125, -97.93505859375, -90.9488525390625]",Childhood home is up for sale again.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.3746557167963609,"[0.03259750892376077, 0.4205984300182712, 0.22237291523054534, 0.4076926491477273, 0.45899155560661764, 0.25468707906788796, 0.4746993138239934, 0.7256062825520834]","[-65.73455810546875, -80.20784759521484, -159.2431182861328, -87.8367919921875, -34.8714599609375, -176.1519775390625, -137.54857635498047, -60.55224609375]","[-66.67988586425781, -93.24639892578125, -170.58413696289062, -101.2906494140625, -42.67431640625, -190.923828125, -162.23294067382812, -77.966796875]",Old friend calls after twenty years of silence.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.4666731599661021,"[-0.0464013671875, 0.6482204861111112, 0.5013351440429688, 0.5789453125, 0.19124348958333334, 0.6743347803751628, 0.7036448887416294, 0.17647782583085317, 0.41246619591346156, 0.82646484375]","[-85.05096435546875, -87.42578125, -82.712158203125, -69.068359375, -96.47265625, -40.47427272796631, -66.02316284179688, -182.72869873046875, -94.10986328125, -93.29296875]","[-83.89093017578125, -104.927734375, -98.7548828125, -83.5419921875, -101.63623046875, -50.58929443359375, -85.7252197265625, -193.8468017578125, -104.833984375, -118.0869140625]",You find someone’s wallet and recognize the photo inside.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.4300235589345296,"[-0.0185546875, 0.44537353515625, 0.16146373748779297, 0.3474019368489583, 0.282958984375, 1.4755859375, 0.11883138020833334, 0.1485595703125, 0.28305257161458336, 0.9818776448567709, 0.6810302734375, 0.25270182291666665]","[-0.1875, -70.8155517578125, -143.04847717285156, -109.6947021484375, -95.2666015625, -27.712890625, -66.382080078125, -86.201904296875, -106.9876708984375, -87.35922241210938, -10.54931640625, -116.671142578125]","[-0.1689453125, -78.832275390625, -150.79873657226562, -122.201171875, -100.92578125, -39.517578125, -68.16455078125, -90.064453125, -115.479248046875, -110.92428588867188, -13.2734375, -124.252197265625]",Neighbor asks you to keep a strange secret.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.5710132034715919,"[0.030760391898777172, 1.4386307565789473, 0.3262082363696808, 0.6231433765308277, 0.18402420847039475, 0.60003662109375, 0.5956591796875, 0.7696428571428572]","[-78.9420166015625, -51.416015625, -145.359375, -103.66390991210938, -180.871826171875, -111.898681640625, -80.5372314453125, -97.7021484375]","[-79.64950561523438, -78.75, -160.691162109375, -126.72021484375, -191.3612060546875, -133.5, -95.4287109375, -124.6396484375]",You overhear a conversation not meant for you.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.42625559111822864,"[-0.09856363932291666, 0.6408843994140625, 0.324462890625, 0.1544743588096217, 0.46593148367745535, 1.3370144597945675, 0.24620321522588315, 0.33963756072215545]","[-121.417724609375, -51.85791015625, -67.903076171875, -176.98101806640625, -173.461669921875, -89.05439805984497, -125.91726684570312, -114.28395080566406]","[-118.4608154296875, -67.2391357421875, -76.0146484375, -185.7860565185547, -199.5538330078125, -130.50184631347656, -137.24261474609375, -127.52981567382812]",Unexpected letter arrives with no return address or name.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.4215001350047256,"[0.01940394810267857, 0.3873525159112338, 0.5645203671212924, 0.799560546875, 0.5233049665178572, 0.6265010127314815, 0.26019497575431033, 0.4115735567533053, 0.6573712384259259, 0.044252748842592594, 0.3424656080163043]","[-105.68499755859375, -98.44756317138672, -184.88360595703125, -85.58984375, -120.500732421875, -73.39453125, -66.49267578125, -136.49224853515625, -92.1591796875, -88.12353515625, -68.744140625]","[-106.3641357421875, -109.6807861328125, -218.1903076171875, -104.779296875, -138.81640625, -90.31005859375, -74.038330078125, -152.54361724853516, -109.908203125, -89.318359375, -76.620849609375]",A chance meeting changes your entire daily routine.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.5107618561618117,"[-0.09294181034482758, 0.7550638133081896, 0.630096435546875, 0.363907223656064, 0.49166771673387094, 1.151948474702381, 0.41327667236328125, 0.4385986328125, 0.45895821707589285, 0.4970431857638889]","[-103.84326171875, -71.8387451171875, -88.74871826171875, -57.969444274902344, -104.329833984375, -49.3623046875, -71.00701904296875, -107.19921875, -89.57080078125, -113.638671875]","[-101.14794921875, -93.735595703125, -105.1312255859375, -65.61149597167969, -119.571533203125, -73.55322265625, -80.9256591796875, -121.234375, -102.421630859375, -131.5322265625]",You help a stranger and they never say thanks.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.7203586612465744,"[0.020541487068965518, 0.12115119485294118, 0.390234375, 0.42797995513340215, 0.260040283203125, 0.5090717988855699, 0.16438176081730768, 0.761081501588983, 0.6671679952870244, 0.4953125, 4.106982421875]","[-95.087890625, -140.8115234375, -62.1875, -222.7677764892578, -111.8427734375, -101.59140014648438, -93.45263671875, -209.14794921875, -68.07115173339844, -91.814453125, -7.199462890625]","[-95.68359375, -144.9306640625, -66.08984375, -245.45071411132812, -120.1640625, -118.89984130859375, -97.7265625, -254.0517578125, -83.416015625, -104.197265625, -27.734375]",Lost phone reveals someone’s hidden double life.,SakanaAI/TinySwallow-1.5B-Instruct,1
0.4358338727732146,"[-0.028957790798611112, 0.7511307565789473, 0.43133718317205255, 0.5944602272727273, -0.015615609975961538, 0.4498430887858073, 0.754486083984375, 0.6608318328857422, 0.33370535714285715, 0.4271175986842105]","[-81.46484375, -62.701171875, -67.15592193603516, -70.96875, -104.76288604736328, -162.58526611328125, -98.10467529296875, -74.78983306884766, -86.3720703125, -39.078125]","[-80.943603515625, -76.97265625, -76.64533996582031, -84.046875, -104.35688018798828, -184.177734375, -120.7392578125, -88.0064697265625, -95.7158203125, -47.193359375]",You see someone you know pretending not to notice.,SakanaAI/TinySwallow-1.5B-Instruct,1
