,AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,Unnamed: 0.1,Unnamed: 0,shuffle_id
0,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"I got married a few months ago, and it was a very exciting event.  One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. While the wedding was about my now wife, and myself, it wouldn't have been the same without him.  It was a great event, and we had a blast.  My buddy brought his wife and child, and made great sacrifices to be there. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. It was my wife's first time meeting him, as he lives a great distance away.  She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. He definitely fit in well and made for an enjoyable time. He has a sense of humor that is like mine and very raw, and it's pretty constant. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year.  His family and my family have begun to forge a bond that I hope will last a lifetime.  It was overall a very joyous and memorable day. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. On the flip side of that, I'm happy his family embraced us so lovingly as well.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,,,
1,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,1252,UE6SG2MS,30.0,man,white,2.0,2.0,4.0,5.0,4.499809670330264,my wedding.,recalled,my best friend flew over 1200 miles to attend.,0.5,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"Just a matter of months ago I got married for the first (and hopefully last) time in my life.  As one would expect, it was a very significant step, and a very special moment in my life.  We opted to not go too overboard, and had under 100 guests total.  Everything went very well, and the memory of that day will stay in my mind, and I'll cherish it for the rest of my life.  Besides our immediate family, I had my best friend come up from across the country to be my best man. I absolutely love him and his family, and cherish every moment we get to spend together. I don't get to see him too often, so when I do I take full advantage and try to enjoy every moment as much as possible.  Not only did he come with his daughter and wife, but his parents were there as well, as they are very important to me.  I was overwhelmed with the amount of people we had there, and probably felt as loved and important as I ever have in my life on account of all the people there. The only part that was a bit bothersome was with it being a wedding, and so many people, I didn't get much time to chat with each person, as I would have liked to. I've come to realize that's just how weddings are with so many people and only so much time, that it's part of the gig.  But beyond that, it was an amazing experience, and I enjoyed myself a great deal. My wife looked gorgeous (as usual), and I am overly thankful to spend the rest of my life with her.  The photographer did an excellent job, and I helped her out by being a joker and keeping people laughing and smiling which helped with pictures. It was a great day, and I am still ecstatic that I got to share our special day with such great people.  The caterer did fantastic, and the venue we used was absolutely perfect, and extremely affordable.  It did rain a little bit, but we managed to dodge the brunt of it, which was good as we had planned and hoped to have it outdoors.  We did have a backup plan if we would have to move it inside, but we were hoping that we could keep it outdoors. All in all it will go down as one of the most memorable and enjoyable days of my life.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",90.0,,,
2,304SM51WA4QG34IRAVFYVE1S9DCSBH,6090,VYQ1BQRY,25.0,woman,white,1.0,1.0,,5.0,1.9459101490553128,my wedding.,imagined,uncle larry showed up.,0.875,,3X1FV8S5JYDSMD76KCCH7CCWOIEVGY,5.0,It reminded me of my own wedding.,"Today is the happiest day of my life. I know it is a well-known cleashe to be calling your wedding that. But i do understand why everyone says that now. Brad and i got married today. It has been four years in making and we couldn't have imagined a more perfect wedding. Everyone was there- even uncle larry showed up! It was particularly surprising considering he was combating cancer for a while now. But all those didn't matter today. It was about us, and our new beginning. We had a traditional catholic wedding. Mom insisted on that. Jen was my maid of honor. The catering was fantastic. Everyone seemed to enjoy themselves. It was a happy time with family.",3.0,My fiance and I got married after almost four years of dating. We had a Catholic wedding and then spent time eating and socializing with family members and other loved ones.,7.0,,,
3,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"It was my wife's first time meeting him, as he lives a great distance away. On the flip side of that, I'm happy his family embraced us so lovingly as well. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. He has a sense of humor that is like mine and very raw, and it's pretty constant. It was a great event, and we had a blast. I got married a few months ago, and it was a very exciting event. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. His family and my family have begun to forge a bond that I hope will last a lifetime. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. My buddy brought his wife and child, and made great sacrifices to be there. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. It was overall a very joyous and memorable day. He definitely fit in well and made for an enjoyable time.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,0.0,3408.0,0.0
4,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. He definitely fit in well and made for an enjoyable time. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. My buddy brought his wife and child, and made great sacrifices to be there. I got married a few months ago, and it was a very exciting event. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. On the flip side of that, I'm happy his family embraced us so lovingly as well. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was a great event, and we had a blast. His family and my family have begun to forge a bond that I hope will last a lifetime. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. It was overall a very joyous and memorable day. It was my wife's first time meeting him, as he lives a great distance away. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. He has a sense of humor that is like mine and very raw, and it's pretty constant.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,1.0,3408.0,1.0
5,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"It was my wife's first time meeting him, as he lives a great distance away. It was a great event, and we had a blast. He definitely fit in well and made for an enjoyable time. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was overall a very joyous and memorable day. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. My buddy brought his wife and child, and made great sacrifices to be there. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. I got married a few months ago, and it was a very exciting event. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. His family and my family have begun to forge a bond that I hope will last a lifetime. He has a sense of humor that is like mine and very raw, and it's pretty constant. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. On the flip side of that, I'm happy his family embraced us so lovingly as well.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,2.0,3408.0,2.0
6,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"I couldn't be happier, and am very thankful that my wife accepted him in such open arms. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. My buddy brought his wife and child, and made great sacrifices to be there. His family and my family have begun to forge a bond that I hope will last a lifetime. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. He definitely fit in well and made for an enjoyable time. It was my wife's first time meeting him, as he lives a great distance away. On the flip side of that, I'm happy his family embraced us so lovingly as well. I got married a few months ago, and it was a very exciting event. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. It was overall a very joyous and memorable day. He has a sense of humor that is like mine and very raw, and it's pretty constant. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was a great event, and we had a blast. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,3.0,3408.0,3.0
7,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"It was a great event, and we had a blast. I got married a few months ago, and it was a very exciting event. He definitely fit in well and made for an enjoyable time. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. It was my wife's first time meeting him, as he lives a great distance away. He has a sense of humor that is like mine and very raw, and it's pretty constant. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. His family and my family have begun to forge a bond that I hope will last a lifetime. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. On the flip side of that, I'm happy his family embraced us so lovingly as well. My buddy brought his wife and child, and made great sacrifices to be there. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. It was overall a very joyous and memorable day. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,4.0,3408.0,4.0
8,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"My buddy brought his wife and child, and made great sacrifices to be there. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. I got married a few months ago, and it was a very exciting event. It was my wife's first time meeting him, as he lives a great distance away. He definitely fit in well and made for an enjoyable time. He has a sense of humor that is like mine and very raw, and it's pretty constant. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. It was a great event, and we had a blast. His family and my family have begun to forge a bond that I hope will last a lifetime. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. On the flip side of that, I'm happy his family embraced us so lovingly as well. It was overall a very joyous and memorable day. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,5.0,3408.0,5.0
9,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"I got married a few months ago, and it was a very exciting event. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. He definitely fit in well and made for an enjoyable time. My buddy brought his wife and child, and made great sacrifices to be there. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. On the flip side of that, I'm happy his family embraced us so lovingly as well. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. He has a sense of humor that is like mine and very raw, and it's pretty constant. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was a great event, and we had a blast. His family and my family have begun to forge a bond that I hope will last a lifetime. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. It was overall a very joyous and memorable day. It was my wife's first time meeting him, as he lives a great distance away.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,6.0,3408.0,6.0
