,Unnamed: 0,AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,shuffle_id
0,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"It was my wife's first time meeting him, as he lives a great distance away. On the flip side of that, I'm happy his family embraced us so lovingly as well. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. He has a sense of humor that is like mine and very raw, and it's pretty constant. It was a great event, and we had a blast. I got married a few months ago, and it was a very exciting event. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. His family and my family have begun to forge a bond that I hope will last a lifetime. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. My buddy brought his wife and child, and made great sacrifices to be there. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. It was overall a very joyous and memorable day. He definitely fit in well and made for an enjoyable time.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,0
1,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. He definitely fit in well and made for an enjoyable time. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. My buddy brought his wife and child, and made great sacrifices to be there. I got married a few months ago, and it was a very exciting event. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. On the flip side of that, I'm happy his family embraced us so lovingly as well. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was a great event, and we had a blast. His family and my family have begun to forge a bond that I hope will last a lifetime. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. It was overall a very joyous and memorable day. It was my wife's first time meeting him, as he lives a great distance away. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. He has a sense of humor that is like mine and very raw, and it's pretty constant.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,1
2,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"It was my wife's first time meeting him, as he lives a great distance away. It was a great event, and we had a blast. He definitely fit in well and made for an enjoyable time. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was overall a very joyous and memorable day. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. My buddy brought his wife and child, and made great sacrifices to be there. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. I got married a few months ago, and it was a very exciting event. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. His family and my family have begun to forge a bond that I hope will last a lifetime. He has a sense of humor that is like mine and very raw, and it's pretty constant. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. On the flip side of that, I'm happy his family embraced us so lovingly as well.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,2
3,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"I couldn't be happier, and am very thankful that my wife accepted him in such open arms. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. My buddy brought his wife and child, and made great sacrifices to be there. His family and my family have begun to forge a bond that I hope will last a lifetime. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. He definitely fit in well and made for an enjoyable time. It was my wife's first time meeting him, as he lives a great distance away. On the flip side of that, I'm happy his family embraced us so lovingly as well. I got married a few months ago, and it was a very exciting event. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. It was overall a very joyous and memorable day. He has a sense of humor that is like mine and very raw, and it's pretty constant. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was a great event, and we had a blast. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,3
4,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"It was a great event, and we had a blast. I got married a few months ago, and it was a very exciting event. He definitely fit in well and made for an enjoyable time. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. It was my wife's first time meeting him, as he lives a great distance away. He has a sense of humor that is like mine and very raw, and it's pretty constant. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. His family and my family have begun to forge a bond that I hope will last a lifetime. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. On the flip side of that, I'm happy his family embraced us so lovingly as well. My buddy brought his wife and child, and made great sacrifices to be there. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. It was overall a very joyous and memorable day. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,4
5,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"My buddy brought his wife and child, and made great sacrifices to be there. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. I got married a few months ago, and it was a very exciting event. It was my wife's first time meeting him, as he lives a great distance away. He definitely fit in well and made for an enjoyable time. He has a sense of humor that is like mine and very raw, and it's pretty constant. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. It was a great event, and we had a blast. His family and my family have begun to forge a bond that I hope will last a lifetime. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. On the flip side of that, I'm happy his family embraced us so lovingly as well. It was overall a very joyous and memorable day. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,5
6,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"I got married a few months ago, and it was a very exciting event. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. He definitely fit in well and made for an enjoyable time. My buddy brought his wife and child, and made great sacrifices to be there. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. On the flip side of that, I'm happy his family embraced us so lovingly as well. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. He has a sense of humor that is like mine and very raw, and it's pretty constant. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was a great event, and we had a blast. His family and my family have begun to forge a bond that I hope will last a lifetime. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. It was overall a very joyous and memorable day. It was my wife's first time meeting him, as he lives a great distance away.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,6
7,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"While the wedding was about my now wife, and myself, it wouldn't have been the same without him. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. My buddy brought his wife and child, and made great sacrifices to be there. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. It was overall a very joyous and memorable day. On the flip side of that, I'm happy his family embraced us so lovingly as well. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. It was a great event, and we had a blast. I got married a few months ago, and it was a very exciting event. He has a sense of humor that is like mine and very raw, and it's pretty constant. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. It was my wife's first time meeting him, as he lives a great distance away. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. He definitely fit in well and made for an enjoyable time. His family and my family have begun to forge a bond that I hope will last a lifetime.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,7
8,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"My buddy brought his wife and child, and made great sacrifices to be there. I got married a few months ago, and it was a very exciting event. On the flip side of that, I'm happy his family embraced us so lovingly as well. He has a sense of humor that is like mine and very raw, and it's pretty constant. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. It was my wife's first time meeting him, as he lives a great distance away. He definitely fit in well and made for an enjoyable time. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. His family and my family have begun to forge a bond that I hope will last a lifetime. It was a great event, and we had a blast. It was overall a very joyous and memorable day.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,8
9,3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"It was overall a very joyous and memorable day. I got married a few months ago, and it was a very exciting event. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. It was a great event, and we had a blast. He has a sense of humor that is like mine and very raw, and it's pretty constant. She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. My buddy brought his wife and child, and made great sacrifices to be there. While the wedding was about my now wife, and myself, it wouldn't have been the same without him. It was my wife's first time meeting him, as he lives a great distance away. One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year. On the flip side of that, I'm happy his family embraced us so lovingly as well. He definitely fit in well and made for an enjoyable time. His family and my family have begun to forge a bond that I hope will last a lifetime. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0,9
