,AssignmentId,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,story,recAgnPairId,recImgPairId,memType
0,32UTUBMZ7HIWVWZV4QK361LZ7B2VB8,0.4562518862836328,"[-0.0699907449575571, 0.5920419692993164, -0.2563524776034885, 0.36651611328125, -0.06222866743038862, 0.43289146925273697, 1.6732421875, 0.24559224843978883, 0.3767496744791667, 0.578450058445786, 0.5330031514167786, 0.3887753089269002, 1.0735710991753473, 0.8387890391879611, 0.04229273940577651, 0.54668701171875]","[-68.28058624267578, -43.27355194091797, -33.770371437072754, -48.637115478515625, -121.57181549072266, -87.18272304534912, -29.025390625, -98.43839693069458, -71.4111328125, -94.96107482910156, -92.36209678649902, -120.70891380310059, -56.96868896484375, -67.34330558776855, -134.19869995117188, -62.709716796875]","[-66.4608268737793, -52.74622344970703, -29.15602684020996, -56.700469970703125, -119.1448974609375, -103.63259887695312, -45.7578125, -108.26208686828613, -82.713623046875, -114.0499267578125, -109.41819763183594, -139.3701286315918, -76.29296875, -89.9906096458435, -135.5943603515625, -76.37689208984375]","I've read the full four book lonesome dove series and I consider it to be among the finest of the great western classics. I've also seen the numerous depictions in film of McMurtry's stories. I first discovered the adventures of Call and McCrae in my freshman year of high school. My new girlfriend at the time (who considered herself a bit of a cowgirl) was obsessed with the series. She wasn't exaggerating to say she'd tried her hand at being a cowboy; she once joined an old fashioned cattle drive that took a herd of livestock from idaho to montana by horse. She was so taken by the series and it's characters that she even had her bicep tattooed with a full half-sleeve of McCrae rearing back on a horse. It was quite good work and I was quite jealous. I wouldn't mind going back to visit some of the timeless characters in those novels, they really do hold up in their unflinching depiction of the old american west, blemishes and all. Some of the most profound things I took from the stories were the details surrounding the cultures of the various native american tribes the cowboys encounter along the journeys. It's very interesting to know how the comanches and apaches were so desperately feared, and some other tribes simply were not as their way of life was much different. It also doesn't surprise me that plains native americans would be so tough and willing to fight to defend themselves given the overall harsh environment of north and west texas. One of the most striking moments in the series is when the long time adversary of Call and McCrae, the former chief of the comanches, is on his death-bed and seeks a personal journey to die alone and apart from his tribe. The cowboys have fought him for decades and want nothing but vengeance but they never get it. Instead the reader is treated to a profound moment of acceptance from an incredibly strong-willed man as he ushers himself from his world. It is truly one of my favorite books and having grown up in Texas, I some sense of pride imagining that events as romantic if at time brutal  probably took place. It makes me feel at the very least that Texas is as unique a state as we Texans would like to believe and often proclaim.",,30X31N5D64CBKUDZ4HF203HMQFJASZ,imagined
1,3QEMNNSB2YLNZ3WJ0O8TVDTXERTD79,0.9985299587402866,"[-0.07699819711538461, -0.08253987630208333, 0.4362336888032801, 1.0134349009569954, 0.7067192925347222, 1.8856956481933593, 0.7918116251627604, 0.6540178571428571, 0.8430010477701823, 1.9292083740234376, 2.3063761393229165, 1.036053248814174, 2.586744689941406, 0.5825892857142857, 0.7705417209201388, 0.8739089965820312, 0.7182108561197916]","[-21.69287109375, -37.469482421875, -10.042374610900879, -27.97142243385315, -26.8485107421875, -18.20943832397461, -67.59124755859375, -21.126953125, -14.872970581054688, -42.78453063964844, -27.338623046875, -29.453872680664062, -14.821029663085938, -28.53125, -22.8983154296875, -50.388427734375, -32.9783935546875]","[-20.69189453125, -36.47900390625, -17.45834732055664, -45.19981575012207, -33.208984375, -46.494873046875, -86.5947265625, -25.705078125, -24.988983154296875, -71.72265625, -55.01513671875, -43.9586181640625, -40.6884765625, -32.609375, -29.83319091796875, -64.3709716796875, -41.596923828125]","I finished a book I have been reading for the last few days.  It was a western which is outside of my normal book choices.  It was titled ""Lonesome Dove"" and was written by Larry McMurtry.   ""Lonesome Dove"" is the name of a near ghost town in south Texas.  The two main characters are Gus and McCall.  They are aging ex-Texas Rangers that decide to go on one last adventure.  They decide to steal some cattle from Mexico and start a ranch in the northern U.S.  I think it as Montana.  The book had very rich character development.  There were good guys, bad guys, and in-between guys.  On of the major villains is the a really bad guy name ""Blue Duck"".  One of the in-between is a girl/woman named Lori.  She is a ""lady of the night"" but sweet just the same.  Gus and McCall are kind of the good guys.  The scenery and imagery are very rich.  It is very colorful in terms of the language.  You need to remember this book and maybe get other books written by McMurtry.  I really miss this book -- it seemed like an old friend.",30X31N5D64CBKUDZ4HF203HMQFJASZ,,retold
2,30X31N5D64CBKUDZ4HF203HMQFJASZ,0.800123481802926,"[-0.12033358487215909, 0.6032541063096788, 0.18711053757440477, 1.4437904357910156, 0.7487727078524503, 1.4651988636363635, 0.8399136861165365, 0.90546875, 0.879998779296875, 1.7495057157107763, 0.7316453721788194, 0.6462263464927673, 0.0726318359375, 0.28177018599076703, 1.2964769999186199, 0.8040902474347282, 0.5956331140854779, 1.2710685729980469]","[-53.3076171875, -46.92115020751953, -72.2159423828125, -19.212745666503906, -31.891712188720703, -45.754638671875, -46.88243865966797, -33.16796875, -28.6025390625, -31.343030095100403, -45.030670166015625, -15.484991788864136, -31.35498046875, -30.216232299804688, -32.94520568847656, -79.67182636260986, -62.46185302734375, -27.327545166015625]","[-50.6602783203125, -57.77972412109375, -76.145263671875, -27.87548828125, -48.36471176147461, -77.989013671875, -62.000885009765625, -46.75, -46.2025146484375, -55.83611011505127, -64.78509521484375, -23.239707946777344, -32.2265625, -33.315704345703125, -48.5029296875, -107.01089477539062, -82.71337890625, -37.49609375]","I know it may sound silly but it was quite emotional to finish what I now consider to be my favorite book.  It is difficult to even come up with a single favorite book but I did in this case. I liked it so much , maybe because at 59, I am aging and related well to the characters.  I am also a Texan.  Lonesome Dove is about two aging ex-Texas Rangers that feel the need to have one last great adventure.  This last adventure takes the form of a cattle drive from south Texas north to Montana (if memory serves me well).  There are many other characters involved with different backgrounds that could very well have books of their own.  The adventures abound and there really isn't a dull moment in the entire book.  Larry McMurtry excels at character development to the point that I felt as though I knew them.  He also excels at plots and sub-plots that are very compelling. While it isn't ""War and Peace"" long, it is a rather long book but I wished it was longer when I finished it.  I was very sad when I finished reading Lonesome Dove.  It was like losing a playmate, maybe even a friend.  I wondered what I was going to do for reading next.  I ended up researching similar books written by Larry McMurtry.  I did find other similar books that were written about the western United State at around the same time period but it just didn't match the colorful characters in Lonesome Dove. Maybe it was because I was born in the panhandle of Texas, my dad was a real cowboy and I could relate better to many of the things mentioned in the book.  As such the others paled in comparison.",30X31N5D64CBKUDZ4HF203HMQFJASZ,30X31N5D64CBKUDZ4HF203HMQFJASZ,recalled
3,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,0.5741582347611559,"[-0.21351706981658936, 0.8816805752840909, 0.7218692302703857, 0.6578097873263888, 0.25587142141241775, 0.5612404563210227, 0.5914457815664785, 0.6328905507137901, 0.832699966430664, 0.7480893342391305, 0.39338277180989584, 0.47675399780273436, 0.082091064453125, 1.200827205882353, 0.6834503718784877, 0.4663151011747472, 0.8018391927083334, 0.38949424342105265, 0.7447724775834517]","[-45.468308448791504, -23.25390625, -66.46521759033203, -33.214111328125, -68.07846069335938, -40.412353515625, -65.88239669799805, -65.39671897888184, -34.52123260498047, -31.46484375, -47.370391845703125, -17.079330444335938, -67.59970092773438, -25.0244140625, -66.67447853088379, -32.523563385009766, -44.72314453125, -36.293701171875, -52.04762268066406]","[-39.91686463356018, -32.952392578125, -89.56503295898438, -45.0546875, -77.80157470703125, -52.7596435546875, -81.85143280029297, -89.44655990600586, -51.17523193359375, -48.6708984375, -59.171875, -21.84687042236328, -69.6519775390625, -45.4384765625, -90.59524154663086, -40.45092010498047, -59.15625, -43.694091796875, -68.4326171875]","About 6 months ago, I decided to learn more about the art of food foraging and how it could be beneficial to me. I started by searching the internet for anything I could find. I was surprised at how much you could learn and how complex it could be but I didn't let it scare me; I continued in my quest to learn more. I was intrigued by just how many wild foods there were out there available for us to eat. It made me realize that people aren't using the natural resources we have and that there are a lot of things that are going to waste just because we don't know it's available to us. After a week of doing extensive research, I decided to go on a hunt and see exactly what I could find. I drove about an hour away to a location that was plentiful of forest and wildlife that I thought would suit me for my foraging needs. As I walked through the woods, I stumbled upon things I had not recognized from my research, so I had to use my best judgement about whether or not this was something that could be edible. I found a patch of wild berries that looked good so I decided to try my luck and eat one. They were very sweet and did not have a bitter taste, so I ate a few more before continuing on my way. Further on my travels, I saw some wild plants so I decided to pick them and take them home with me to see what I could do with them. This was turning out to be quite the interesting adventure. I heard a rustling noise behind me so I abruptly looked over my shoulder and realized that I had entered someone else's territory. Instead of seeing a person like I expected, I saw a beautiful deer standing behind me. It didn't run away like I thought, but just looked at me inquisitively, stopped to take in the sights and smells of nature, and then slowly walked away. At that moment, I thought to myself, people and animals aren't all that different. We are all here for the same reason; survival and to try and protect what is ours. As it started getting dark, I figured it was time to pack up and take my findings home. My stomach was feeling a little bit queasy and I was hoping it wasn't the berries I ate from earlier!",,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,imagined
4,3PQ8K71NHY67KYR5NHTBF3NG8C4AA5,0.7748667806343841,"[-0.1449652777777778, 0.6055636935763888, 0.08783318014705882, 0.9116443452380952, 0.660727280836839, 1.3375901442307692, 0.5835435655381944, 0.70989990234375, 1.2583521792763157, 0.9347811612215909, 0.6436791670949835, 1.7701822916666667, 1.1898174285888672, 0.901519775390625, 0.5128038194444444, 0.4348958333333333]","[-36.42578125, -37.567626953125, -38.2998046875, -44.9864501953125, -61.09941101074219, -28.146484375, -43.5947265625, -48.52496337890625, -53.67529296875, -55.04150390625, -24.937530517578125, -11.419921875, -38.1822509765625, -34.21917724609375, -36.40625, -28.583984375]","[-35.12109375, -48.4677734375, -39.79296875, -64.1309814453125, -78.2783203125, -45.53515625, -54.0985107421875, -66.2724609375, -77.583984375, -75.606689453125, -37.16743469238281, -27.3515625, -57.219329833984375, -46.8404541015625, -45.63671875, -33.802734375]","I have stumbled across something new to me lately. Foraging for food in the landscape around me is a real thing and I can do it. I started thinking about the plants around me when I saw a foraging video on YouTube. A teacher was showing students about all of the edible plants in a park that happens to be near my house. I was interested in the video as I have alot of experience with gardening and it dawned upon me that I could do this too. I started looking up plants online and watching other videos about plant identification. I started slowly by looking for one single type of plant and trying to identify it multiple times. After I was confident that I could identify the plant, I ate a couple of leaves just to test out the effects of it. I would wait a day and when nothing happened negative, I became more confident in my id's. I ate more the next time and continued to find out as much as I could about the plants habitat and features. Immersing myself in one plant at a time has been a great way to expand my knowledge. Now I can identify many plants in my area. I know the leaves, fruits, colors and features of a number of edible plants. This has given me a food source other than buying food from the grocery. It's amazing to see something all around you that was always there but you never saw before. I am very glad to have stumbled upon this field of knowledge.",31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,,retold
5,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,0.9692095607555539,"[-0.0009789100060096155, 1.2394670758928572, 0.6384613037109375, 0.44150724865141366, 0.047540838068181816, 0.7165771484375, 0.11648995535714286, 0.67138671875, 1.78197021484375, 0.694521793952355, 0.2885187322443182, 1.81893310546875, 3.893798828125, 1.5593325297037761, 1.0598958333333333, 0.5399305555555556]","[-24.455810546875, -10.12841796875, -25.560791015625, -58.21589660644531, -29.07470703125, -21.48046875, -63.246246337890625, -30.9130859375, -24.4925537109375, -20.387903690338135, -40.8673095703125, -10.17877197265625, -9.9091796875, -20.501144409179688, -10.26953125, -18.39111328125]","[-24.443084716796875, -18.8046875, -38.33001708984375, -67.487548828125, -29.59765625, -28.646240234375, -65.69253540039062, -38.9697265625, -42.312255859375, -29.41668701171875, -44.041015625, -19.2734375, -25.484375, -39.213134765625, -16.62890625, -23.25048828125]","About 6 months ago I learned how to forage for food. It has been an eye opening experience. I had no idea that there was so much food all around us that we simply pass by every day. It is kind of shocking to learn that there is so much plenty all around and yet we live in deprivation. I learned about it after I watched a video on it. It really opened my eyes and showed me something new. I did a bunch of reading and research which prepared me to go into the parks around me and find things. There is lots of food in the local parks in big cities. There is even stuff growing in the sidewalk planters. Things we call ""weeds"" are actually nutritious and delicious plants. I have grown alot since I woke up to all this. My horizons have expanded. My consciousness has increased. My self-reliance and self-trust has gone up. It has been a great experience. I would not trade what I learned for anything.",31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,recalled
6,3DI28L7YXB0EGNVH73240LK4LCA1E7,0.8965749314313067,"[0.15283203125, 0.17411723889802633, 0.1801544189453125, 0.11989113136574074, 1.7622331891741072, 1.4670597956730769, 0.5420537676130023, 0.43767476081848145, 0.7201458474864131, 0.8551432291666666, 0.263564716685902, 0.9689145295516305, 0.9780715942382813, 1.2255859375, 2.6806640625, 2.2896728515625, 0.4239947319030762]","[-9.5078125, -42.2227783203125, -52.07977294921875, -66.905517578125, -23.3160400390625, -10.06201171875, -38.83760070800781, -25.883251190185547, -40.8580322265625, -49.8577880859375, -41.920570373535156, -42.702239990234375, -19.520980834960938, -11.28515625, -4.08984375, -9.16162109375, -29.147123336791992]","[-10.119140625, -45.531005859375, -55.682861328125, -70.142578125, -47.9873046875, -29.1337890625, -54.015106201171875, -32.88604736328125, -57.42138671875, -65.2503662109375, -47.718994140625, -64.98727416992188, -29.30169677734375, -16.1875, -14.8125, -18.3203125, -37.627017974853516]","Our honeymoon was fantastic. It was not your typical honeymoon, we spent our honeymoon acting like kids, and it was great. We spent a large majority of our time riding our favorite rides, and just pretending we were children again. We decided on our first honeymoon trip was  going to Six Flags in Atlanta, Georgia, since it was where we had our first date. We rode almost all of the rides, and re-lived our first date. After Six flags, we went to Disney world in Orlando, Florida. It was our first time there, and we were a bit overwhelmed with all of the rides and activities there, but we had a great time. While in Orlando, we stumbled upon another theme park, which was a water park. To be honest, we had more fun at the water park than we did at Orlando, we were there for hours! Our next and last trip was in Chattanooga Tennessee, where we stumbled upon two other theme parks. One was definitely one of the smallest ones we have been to, but it had a lot of charm to it. The last one we went to, was a very massive one, almost the size of the Disney world one in Orlando. I think our last theme park was the best one. The rides were fantastic. The food was amazing. The prices were reasonable. After it was all said and done, we were very happy with our decisions and had a fantastic time.",,324G5B4FB4UT0JVPOCKYG69DUP1072,imagined
7,30X31N5D64CBKUDZ4HF203HNG3USAW,1.1895761394396722,"[-0.22993607954545456, 1.2077544362921464, -0.033050537109375, 0.4495364918428309, 2.137451171875, 0.9491649974476207, 2.0234832763671875, 2.9255752563476562, 2.3958372473716736, 0.6898677825927735, 1.2703211167279411, 1.287689208984375, 1.3143392944335937, 0.7242874477220618, 2.3203125, 1.5123103459676106, 1.2751895680147058, 0.6965053392493207, 0.0022381373814174105, 0.8726457868303571]","[-19.10009765625, -14.214775085449219, -66.08184814453125, -43.718292236328125, -13.178466796875, -46.65238380432129, -16.6497802734375, -6.73992919921875, -14.710890531539917, -32.35449981689453, -23.155517578125, -22.7841796875, -30.169593811035156, -41.45332717895508, -7.15625, -25.385723114013672, -40.18505859375, -43.463043212890625, -42.20935821533203, -41.471435546875]","[-16.57080078125, -37.162109375, -65.28863525390625, -51.36041259765625, -28.140625, -67.53401374816895, -32.837646484375, -30.14453125, -43.4609375, -46.15185546875, -44.7509765625, -43.38720703125, -63.028076171875, -58.1119384765625, -16.4375, -43.533447265625, -61.86328125, -59.482666015625, -42.240692138671875, -53.6884765625]","My wife and I were married in October 2018. However, because of our schedules, we couldn't go on our honeymoon until June 2019. Prior to the honeymoon I had some very important work due, and I was really looking forward to the time to have fun. We both love theme parks, and so our honeymoon was to visit six new theme parks. We started at Holiday World in Indiana. They had amazing roller coasters, including one named Voyage, that is now in my top five of all time. They also had tons of great water rides. After that, we went to Kentucky Kingdom. It was a small park, but had some nice coasters. Unfortunately, it was 100 degrees and humid, and for some reason the water park wasn't open. Because of this, we left really early to get to our next destination, Dollywood. Sadly, we had to cancel the visit to Dollywood because of a huge storm. Instead, we continued on to Carowinds, and got to ride Fury 325, which is now my second favorite coaster. We spent two days in Charlotte, where Carowinds is, and then headed to Virginia to go to Kings Dominion. The park was amazing. We both loved intimidator 305 and Twisted Timbers. After this, we headed to Philadelphia to enjoy the city itself, with no theme parks. Our final stop was in Toronto, where we enjoyed the city, and a great theme park, called Canada's Wonderland. The most memorable part of the Honeymoon was probably the first park. It was so good and we had the rush of the vacation just beginning.",324G5B4FB4UT0JVPOCKYG69DUP1072,,retold
8,324G5B4FB4UT0JVPOCKYG69DUP1072,1.3650675133337007,"[0.15106201171875, 1.4405462091619319, 1.2084309895833334, 0.9424176897321429, 0.9893235426682693, 1.0364117622375488, 1.20078125, 1.5443772536057692, 2.086952903053977, 1.452902401194853, 1.9721456674429088, 0.8799351283482143, 2.5004361470540366, 0.8266020880805122, 1.482513427734375, 1.7249348958333333, 0.9801300048828125, 1.1204317533052885, 1.139404296875, 0.41860103607177734, 0.87451171875, 2.1087103949652777, 3.314990234375]","[-27.32470703125, -24.72674560546875, -27.95556640625, -11.913818359375, -24.3126220703125, -31.175930976867676, -11.25390625, -30.552001953125, -5.49420166015625, -24.721420288085938, -14.898849487304688, -41.848876953125, -6.6528472900390625, -58.162696838378906, -27.296142578125, -16.1240234375, -57.4598388671875, -25.2918701171875, -12.3955078125, -33.18769836425781, -22.09228515625, -13.7667236328125, -14.46142578125]","[-29.137451171875, -40.57275390625, -46.08203125, -18.5107421875, -37.173828125, -53.97698974609375, -17.2578125, -50.62890625, -28.45068359375, -49.42076110839844, -40.5367431640625, -54.16796875, -36.6580810546875, -73.04153442382812, -39.15625, -31.6484375, -77.06243896484375, -39.85748291015625, -16.953125, -39.88531494140625, -31.7119140625, -32.7451171875, -47.611328125]","My wife and I went on our honeymoon about three month ago. It was a road trip visiting various cities and amusement parks. We chose this because we both love rollercoasters and it fit our budget. We were both very excited about it. In total, we visited 5 parks and 3 major cities. We were supposed to visit 6 parks, but one day got rained out and we had to skip it. Our trip started in Ohio. The first park was called holiday world and was in Santa Clause Indiana. Next, we went to Kentucky Kingdom in Louisville, Kentucky. After this, we were supposed to go to Dollywood, but the rain canceled it. Our next park was Carowinds, just outside Charlotte North Carolina. We were there long enough for a day in the park and the city. After this, we went to Kings Dominion in Doswell Virginia. They have a coaster that pulls so many G's everyone blacks out or gets close to it. After a day here, we visited Philadelphia. We spent a night and day in the city. We toured around the sites and ate plenty of Cheesesteaks and Dinic's roasted pork sandwiches. Our final stop was Toronto and Canada's Wonderland just outside the city. We spent three days. This was we made sure to take in as much as the city had to offer. We also stopped on the way there to see Niagara Falls. I had never seen it from the Canadian side. It was way more impressive than from the American side.",324G5B4FB4UT0JVPOCKYG69DUP1072,324G5B4FB4UT0JVPOCKYG69DUP1072,recalled
9,3ZOTGHDK5JX0MY70E0KK1Y1RH1POSQ,0.2881941474927633,"[-0.31328125, -0.30118052164713544, 0.9060872395833334, 0.1211700439453125, -0.12418619791666667, 0.5079427083333333, 0.7187658239293981, 1.016120195388794, -0.051344219006990134, 0.18983968098958334, 0.2375759548611111, 0.06690615699404762, 0.2376581827799479, 0.1628840855189732, 0.39569091796875, 0.8976364135742188, 0.2310152920809659]","[-16.78515625, -19.474945068359375, -10.9873046875, -41.47705078125, -33.19091796875, -33.064453125, -80.48199462890625, -58.25674629211426, -47.135589599609375, -52.310089111328125, -39.5126953125, -44.308837890625, -45.11639404296875, -67.87742614746094, -46.249847412109375, -31.883453369140625, -15.551116943359375]","[-15.21875, -15.86077880859375, -16.423828125, -44.3851318359375, -31.328125, -40.68359375, -99.888671875, -82.64363098144531, -46.16004943847656, -57.435760498046875, -43.7890625, -45.7138671875, -50.8201904296875, -73.578369140625, -54.559356689453125, -49.836181640625, -18.09228515625]","My heart is utterly broken. Two months ago in May, my sister-in-law passed away. It was sudden and very tragic. She was driving home from work in the rain when she lost control of her car and get into an accident on the interstate. It feels like I was just talking to her and planning our next get together. We'd planned to go to a concert with my brother and sister in July. I didn't like the artist that we were going see, but it was for her birthday that we'd missed doing something for in February. She had been waiting to go that concert for years but hadn't been able to because our work schedules didn't line up. I considered my sister-in-law as much one of my actual siblings as my brother and sister are. She'd been there for my wife and I through some hard times and was always willing to lend a hand to help us with the children. I can't believe that she's gone and I know that it's tougher on my wife. This is a very tragic time for both of our families, because she was really a light in our lives. My family is pulling through as best we can and are making sure that we are there for each other in this trying time. The funeral was difficult, but it was attended by so many people and my sister-in-law would've really been happy to know how many lives she touched when she was still here. I think that if anything good can come out of this is that we'll be more of a bonded family. We know that's what she would've wanted us to do and we'll honor her in this way. But I don't think I'll ever stop missing her.",,324G5B4FB4UT0JVPOCKYG69DW6870G,imagined
