Unnamed: 0,AssignmentId,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,story,recAgnPairId,recImgPairId,memType
5,3TPZPLC3M1YENHYM3LWYIQY6O9OP3B,0.7995937002108815,"[-0.026631673177083332, 0.255126953125, 0.2856968470982143, 0.025139137550636573, 0.8277481742527174, 1.4638671875, 0.74765625, -0.046288852033943964, 1.969140625, 0.9143880208333334, 1.1673235212053572, 1.1374465278957202, 0.9090441190279447, 0.7096819196428571, 0.6593017578125, 1.730951436360677, 0.7800728934151786, 0.9409993489583334, 1.0781021118164062, 0.3825614235617898, 0.9496372767857143, 0.3470371791294643, 0.7443894606370193, 0.8743977864583333, 1.1630530724158654]","[-23.244873046875, -22.2796630859375, -50.3140869140625, -64.83438110351562, -50.06591796875, -29.37109375, -28.2880859375, -66.13307189941406, -13.474609375, -51.828369140625, -17.822265625, -43.27894592285156, -24.84447479248047, -27.0546875, -31.1484375, -31.625572204589844, -30.5911865234375, -29.1064453125, -13.867279052734375, -33.27766418457031, -18.5966796875, -42.93658447265625, -28.29803466796875, -55.846923828125, -24.47698974609375]","[-22.92529296875, -25.0860595703125, -56.313720703125, -65.51313781738281, -69.1041259765625, -46.9375, -35.7646484375, -64.79069519042969, -23.3203125, -71.030517578125, -34.164794921875, -69.44021606445312, -36.66204833984375, -36.990234375, -41.697265625, -57.58984375, -41.51220703125, -40.3984375, -26.80450439453125, -37.48583984375, -31.8916015625, -50.224365234375, -37.97509765625, -68.962890625, -39.5966796875]","The birth of my son was an experience I'll never forget. I woke up early that day, around 5am. The weather was unseasonably warm as I stepped outside to head to the gym to get a swim in. Baby Cameron, the name my husband and I had picked out soon after I found out I was pregnant, was taking his time being born. The night before, my husband and I had discussed our options for inducing birth if it didn't happen naturally this week. I was scared because I had read that induction can cause complications. That of course didn't need to happen, thankfully. Maybe the shock of the cold water or the mild exercise induced labor, but as soon as I stepped out of the pool I felt my first contraction. I immediately called my husband. He rushed from home where he was getting ready from work to pick me up and take me into the hospital. When we arrived at the hospital I was immediately taken to a delivery room. The doctor I had chosen for my birth was thankfully on duty at the time and was able to come in right away. He checked my cervix and announced that the baby would come soon. The next few hours that followed were a blur of pain and hard work. I opted for a natural birth with no medication, and I'm glad I did. It wasn't fun, but I got to fully experience the wonder of birth. My husband was at my side the entire time while I squeezed his hand. Finally, at 11:01am, Cameron was born. He was a beautiful baby with a thick head of black hair. He has his father's eyes, and my button nose. The nurses all said he was the most handsome baby they had ever seen. After nine months of waiting, I couldn't believe that it only took five hours for my son to arrive. We stayed overnight at the hospital so that his health could be monitored. A breast feeding specialist came in to make sure Cameron was latching that morning. After that, we were able to head home with our new son.",,3ZWFC4W1UVTUF6UU081POUNHDM7FRL,imagined
7,3P59JYT76M6NURVAG2RD4QUAHGX2TE,0.3966456831744435,"[-0.06198952414772727, 0.4611118861607143, -0.31796875, 0.14994673295454544, 0.34974609375, 0.4035763624237805, 0.9181998116629464, 0.3662540211397059, 1.0630580357142858, 0.19808438929115854, 0.54078125, 0.3602701822916667, 0.25203797875381095, 0.5684856546336207, 0.6502130681818182, 0.4445237379807692]","[-78.5, -78.8759765625, -24.37109375, -74.92724609375, -71.6455078125, -122.951416015625, -58.15521240234375, -119.056884765625, -44.7578125, -89.2274169921875, -85.97412109375, -76.673828125, -94.037109375, -87.3515625, -27.41015625, -134.9443359375]","[-77.13623046875, -91.787109375, -22.78125, -78.22607421875, -80.38916015625, -139.498046875, -83.86480712890625, -131.509521484375, -59.640625, -97.348876953125, -99.49365234375, -85.3203125, -104.37066650390625, -103.837646484375, -34.5625, -152.28076171875]","I am going to start this diary by saying that the memory I am about one of my favorite subjects, dogs. this story is hard to share because it took a lot to us to overcome our previous loss and decide to share our house with another furry friend. This happened at the street.  this has happened to me so many times but this one time had a big difference ill specify later in my writing. I was walking around with my son it was sunny and a little bit windy we were eating an ice cream and sharing some jokes.  All of sudden i saw a tail from underneath a car , I told my son to help me see what that was , he told me not to move and he went to look for whatver it was moving. I was so nervous because I was so sure it was an animal and it was probably hurt so I felt scared and sad at the same time. I heard my son saying something I couldnt understand followed by the winning of this tiny little white thing , it was the most beautiful thing , a tiny white ball of fur. I felt so in love and scared for him , it was a boy. my son and I took him to the vet and after he got all the shots and a full check up and we were told that he was in perfect shape we decided to took him with us to our home. we made the decission to call him Max it sounded powerful but with a lot of character just like i think his personality is. he ate so much the first 3 days it seemed like he wasnt eating much the time he spent at the streets. After 2 days we got a phonecall from the vet , they told us that they found the brother of the dog we found , we couldnt believe it , so now we didnt know what to do. We had a long conversation about separation and what damage that could do to anyone and that includes pets , so we decided to adopt the brother as well . We now live in a house with 2 lovely dogs. we instead walking alone we walk with both of them , they are so protective of us, and like to play a lot, we are so blessed we got the posibilities of taking care of them.",3P59JYT76M6NURVAG2RD4QUAHGX2TE,3P59JYT76M6NURVAG2RD4QUAHGX2TE,recalled
8,3NS0A6KXC5U9VXCGL91KSIPSUS8ZG6,0.6964446098061616,"[-0.011305588942307692, 1.0135986328125, 0.43782958984375, 0.4527365944602273, 1.1099076704545454, 0.44603515625, 0.66015625, 0.3196022727272727, 0.6550474166870117, 0.539574940999349, 1.2042660183376737, 0.7292751736111112, 1.318023681640625, 0.14430745442708334, 1.0769230769230769, 1.0471354166666667]","[-56.232421875, -37.4532470703125, -62.623291015625, -29.0767822265625, -34.677734375, -64.71044921875, -42.8125, -33.875, -40.13740539550781, -42.831451416015625, -27.459869384765625, -38.087890625, -16.9378662109375, -58.8455810546875, -32.5234375, -47.44921875]","[-56.08544921875, -52.6572265625, -71.3798828125, -34.056884765625, -46.88671875, -75.861328125, -52.0546875, -37.390625, -50.6181640625, -55.78125, -49.13665771484375, -51.21484375, -22.2099609375, -61.443115234375, -46.5234375, -63.15625]","dear diary,today I was told that i finally received the promotion. it was a tough interview process, and it has really stressed me out lately. i was legitimately going to quit if i did not get the promotion, i certainly deserved it the most. it means so much to be able to get this job. i can finally be independent if i need to move out. i dont think i will, i want to save pretty much all the money i make from this job, i am very excited. i told my girlfriend and my mom, and i just cannot contain myself. it feels like the first major step of being an adult. i am so ready for that next step and i am taking it day by day. when my boss called me to his office i thought for sure they were going to tell me they went in a different direction. however, he told me that i got the job, and what my new salary would be. i was not expecting it to be so high, i thought it was 5k lower. imagine my elation! i know the job will have stresses, but not making money will not be one of them. in a few years i can and will buy a house in cash. that is the most exciting part, cutting down my time to own a house.",336KAV9KYREJBDU4Q8ECC7MPWGC2YW,,retold
10,3F6KKYWMNCNC2OO6GVPIRAFMPDOND7,0.6904385166551641,"[-0.0015980113636363637, 1.4837239583333333, 0.7705078125, 1.040771484375, 0.9206321022727273, 0.56796875, 0.29215087890625, 0.5145861307779948, 0.8103412828947368, 0.44421968005952384, 0.5796274038461539, 1.348876953125, 0.299517822265625, 0.8599076704545454, 0.4253438313802083]","[-41.40625, -9.69140625, -31.14453125, -23.87890625, -36.021484375, -22.703125, -52.66685485839844, -72.78152465820312, -56.1376953125, -49.8095703125, -30.8359375, -16.232421875, -43.6260986328125, -26.505859375, -35.3675537109375]","[-41.388671875, -18.59375, -40.390625, -32.205078125, -46.1484375, -28.3828125, -58.50987243652344, -85.131591796875, -71.5341796875, -59.13818359375, -38.37109375, -27.0234375, -49.616455078125, -35.96484375, -40.4716796875]","I had to give a message at my father's service.  I could barely get through it.  I had so many emotions going through me that I was miserable.  I was embarrassed because I could hardly talk.  I kept thinking about him being gone when I was talking.  I don't think that anyone understood what I said.  I was hoping to be able to give a great tribute to my dad, but I clearly did not.  I wanted it to be over, i was uncomfortable enough already with his death and now I was making a fool of myself.  It was hard enough to be without a dad, I just should have let someone else do it.  I am still mad at myself for trying to speak, I should have know that I couldn't do it.  I am still grieving and my heart is still broken from my loss.  I hope that time will heal this wound.  I am constantly thinking about this, and I know it is having an effect on my every day life.   I try to move on from it and I can't.  I wonder what me being like this is doing to my family.",3ZOTGHDK5JX0MY70E0KK1Y1R8TQOS2,,retold
12,3U8YCDAGXQ236104KBT4GXQ82Y6Q08,0.7446466682515432,"[0.075439453125, 0.04192243303571429, 1.2982066761363635, 0.5385999177631579, 0.4817754572088068, 0.6769790649414062, 1.0439453125, 0.31298828125, 2.28125, 0.17450420673076922, 0.8205295138888888, 0.8492601182725694, 0.993359375, 0.3966064453125, 0.97265625, 0.4348958333333333, 0.14250837053571427, 2.2864583333333335, 0.3264016544117647]","[-82.9716796875, -44.869140625, -29.2470703125, -54.9443359375, -44.84696960449219, -35.08782958984375, -31.3125, -22.15234375, -8.15625, -42.4609375, -33.521484375, -57.46136474609375, -31.37890625, -41.03533935546875, -33.125, -19.3984375, -89.0595703125, -12.734375, -49.888671875]","[-84.48046875, -45.4560546875, -43.52734375, -65.177734375, -50.14649963378906, -45.91949462890625, -43.83984375, -24.65625, -15.0, -44.7294921875, -40.90625, -72.748046875, -41.3125, -46.98443603515625, -42.8515625, -22.0078125, -93.0498046875, -19.59375, -55.4375]","It was rainy last Tuesday but my Alice still wanted to go out to Walmart and get her promised toy. On the left there was water crossing over the road to the other side. It seemed to have been flowing from one swamp to another.  It wasn't raining, so I felt this was a very odd thing to have happen during summer.  We suddenly hit the water and started fishtailing it. The car started to slide all over and I was losing the ability to control it.  I was so scared and she was screaming in her car seat.  The car turned and crashed into a tree.  I was horrified. I thought I killed my daughter, but I could hear her screaming. Well she had bumped her head but no bleeding. I called 911 to come find us but they could't find our road on the system.  We were on an old back road which had flooded. I was able to get myself out of the car and Alice out as well. Finally the 911 operator had said she found us. I was very grateful for it. Once we were check out we both had to go to the hospital in an ambulance as I had a broken arm and poor Alice had a concussion. The poor dear. I felt so bad for her, but I was thankful we were both alive and ok.",,3U8YCDAGXQ236104KBT4GXQ82Y6Q08,recalled
13,3VBEN272MLLCULQ2QH7CWPSP14JSGH,0.778460539455041,"[0.34375, 0.5979817708333334, 0.840625, 0.6115534855769231, 0.4641335227272727, 0.8108258928571429, 0.6623883928571429, 0.7909981863839286, 0.23400065104166667, 0.3365397135416667, 0.5788892663043478, 0.7170749240451388, 1.2408854166666667, 2.79140625, 0.6558556189903846]","[-24.875, -50.078125, -46.4375, -46.412109375, -42.259765625, -52.0966796875, -24.6337890625, -42.046142578125, -48.769287109375, -55.527099609375, -97.6171875, -69.8428955078125, -33.22265625, -31.8359375, -44.616455078125]","[-26.25, -57.25390625, -59.046875, -54.3623046875, -47.365234375, -63.4482421875, -29.2705078125, -53.1201171875, -52.279296875, -60.5751953125, -110.931640625, -82.750244140625, -44.390625, -59.75, -53.142578125]",So regarding this event. Overall i was happy for it because well it was something fun? who would not enjoy something that is a fun and good time out with people.  i was looking forward to this since then and planned many since then. As nights out are not something that can be done daily. As fun as that could be but overall it is a highlight for me. Like so many things can be mundane. And not be what you really want them to be when you go out. its good that something at least is what it should be nothing more nothing less. Which since the time of the event i have done it a couple more times. And i plan to go again somewhere else again as drinking and kicking the bucket with friends with a band playing awesome music. Is some of the best moments i have had though that night was in paticular better. Because the bands that played killed it so hard. They were heavy hard and just ripped through their sets. Plus their were so many of them which was a good turn around.,3H7Z272LX8TV3LOB9R0YECSMZZEPL5,,retold
15,3SNVL38CI5E1PQXPJM2RFCG015VCKG,0.752363764715437,"[0.048082204965444714, 0.6729248046875, 1.1498451232910156, 0.847979736328125, 0.14091352982954544, -0.017138671875, 1.6484515850360577, 0.30138221153846156, 0.3125, 3.79052734375, 0.1817596319949988, 0.8727678571428571, 0.07526951451455394, 0.18174107869466147, 1.0784505208333333]","[-62.061492919921875, -23.48583984375, -23.946746826171875, -26.35382080078125, -33.3125, -92.1201171875, -32.31768798828125, -44.50390625, -21.28125, -6.853515625, -86.41380500793457, -16.0703125, -169.67426300048828, -41.65913772583008, -28.2578125]","[-63.31163024902344, -30.215087890625, -33.1455078125, -34.8336181640625, -34.862548828125, -91.520263671875, -53.74755859375, -48.421875, -22.53125, -22.015625, -92.41187286376953, -22.1796875, -174.34097290039062, -44.38525390625, -41.19921875]","Almost a month ago - it'll be a month in two days - my now-girlfriend confessed that she had a thing for me. We'd been flirting back and forth for months online. But we hadn't actually said anything directly. We'd been getting less and less subtle about it. I'm not sure what caused her to pick that moment. She said she liked me, I came out and said I had an enormous crush on her, and she, with great relief, said, oh, me too, me too! Great relief all around that we were no longer skirting the subject. This is all online, on the social media platform we met through. I admired her art. She admired my writing. I was frankly a bit starstruck when she first started messaging me, but she's told me now that she'd already had a crush on me at that point. It's a bit hard to believe. She's wildly out of my league and I'm not sure how she doesn't see that - beautiful, thoughtful, skilled, intelligent, she paints, she writes, she cooks, she's teaching herself to code - really, she's just absurdly amazing, anyone who met her would be bound to love her. Anyway, we spent the rest of that day chatting and watching a show together. Have to admit we were both a bit distracted during the show.",3SNVL38CI5E1PQXPJM2RFCG015VCKG,3SNVL38CI5E1PQXPJM2RFCG015VCKG,recalled
17,38F5OAUN5OY4BJ1LMKRJMY8UHR57HK,0.8431304986437683,"[0.032568359375, 1.2284400576636905, 0.81005859375, 1.4983258928571428, 0.20031020220588236, 0.6404052734375, 1.1619873046875, 0.21732271634615385, 1.435577392578125, 1.21982421875, 0.3623046875, 0.7211371527777778, 0.9192708333333334, -0.100799560546875, 1.8026123046875, 0.34521484375, 1.49200439453125, 1.2081380208333334, 0.8247767857142857]","[-46.0859375, -67.8961181640625, -51.0234375, -24.34375, -64.82421875, -27.931640625, -60.8287353515625, -80.302734375, -53.67529296875, -28.6083984375, -39.775390625, -76.8125, -22.828125, -28.64501953125, -24.0361328125, -74.830078125, -22.56396484375, -68.7841796875, -23.140625]","[-46.41162109375, -93.693359375, -63.984375, -34.83203125, -68.2294921875, -34.335693359375, -85.23046875, -85.953125, -76.64453125, -40.806640625, -43.7607421875, -89.79296875, -28.34375, -27.838623046875, -38.45703125, -81.734375, -34.5, -86.90625, -28.9140625]",My mom is coming to town everybody keeps telling me . I smile sometimes and say oh yeah and change the subject other times I ask questions about the so called visit. My cousin wants to know if I will let the kids see the kids this time. I hate her for asking the question. Why should i let her see them why should they know her has she earned the right?  There are people that say you should forgive and forget . Im not one of those people I fell you should never forget especially when a person refuses to give you closure. I remember I asked her one year about my childhood and she said God has already forgiven me for the things that have happened to you. I stood there shocked thinking well dont you think you should want forgiveness from me too. But of course I got nothing not even a sorry . So no she will not be able to see my kids.  Just so they should be come attached and  maybe become victims of the same abuse I did. That would make me a responsible. Because I Know what she is capable of. Even if others are fooled by her sweetness. She always talkes about chursh and loving god but where was that love when i was little. Surely god saw what you did to me . Surely he say how you treated me didnt you care a bout his approval then. I wish I wasnt so bitter.,3L4D84MIL0EXVE2NNTGGPOD3072HJW,,retold
18,336YQZE83W0BGTODPOSZGJ2U95QM58,0.8834286050380437,"[-0.21712239583333334, 0.813280607524671, 1.5574610093060661, 0.758221435546875, 1.1243209838867188, 0.5788399832589286, 0.38760196461397056, 0.93988037109375, 0.8685446346507353, 1.4592982700892858, 1.1587562561035156, 1.447265625, 1.6961669921875, 0.5228271484375, 0.4402077414772727, 0.6821797688802084, 0.8005558894230769]","[-25.041015625, -34.56500244140625, -35.139190673828125, -50.85205078125, -35.2698974609375, -26.890625, -41.3382568359375, -49.728515625, -45.9222412109375, -33.61083984375, -27.38031005859375, -23.53515625, -22.9619140625, -39.328857421875, -28.42724609375, -70.368408203125, -24.859375]","[-23.73828125, -50.017333984375, -61.61602783203125, -66.0164794921875, -53.259033203125, -34.994384765625, -47.927490234375, -64.7666015625, -60.6875, -54.041015625, -45.92041015625, -39.455078125, -36.53125, -46.6484375, -33.26953125, -86.74072265625, -35.2666015625]","I always had a fun childhood. My parents saw to it that I had a lot of great times to look back on and cherish. In the spirit of that, I wanted to pass on experiences like this to my daughter. This weekend, I decided to take a step forward to do that and bought a projector for my daughter. This projector will enable us to watch movies using a large screen or an empty wall. So, this weekend, I decided to set up a backyard movie night. I took the deck furniture and arranged it on the lawn to look like a living room. Then, I spread a moving blanket down to give us a clean area to walk. I set up a card table with the projector and DVD player along with the appropriate cords. I then put the screen together and anchored it to the ground using stakes. The screen was up against the side of the house to protect it from the wind. I tested the projector on the screen and it looked amazing. The sound quality was even good as well. Once I had everything set up, we popped some popcorn and got snacks. Finally, we told our daughter and she was super excited. She ran out to the yard and her face lit up as we all gathered around and watched Secret Life of Pets 2. It was an amazing night and I'm so glad I did it.",336YQZE83W0BGTODPOSZGJ2U95QM58,336YQZE83W0BGTODPOSZGJ2U95QM58,recalled
23,37U1UTWH9W8L0RK7SUVJE26VRHGR81,1.1114506915695193,"[0.0083984375, 0.5799153645833334, 1.2922585227272727, 1.5560546875, 1.06240234375, 1.025634765625, 0.8462849934895833, 1.11796875, 0.428955078125, 0.941959690403294, 4.492357526506696, 0.24816022600446427, 0.6165450246710527, 0.21439034598214285, 1.1550089518229167, 2.9859619140625, 0.32240513392857145]","[-42.875, -33.0703125, -33.3203125, -20.458984375, -29.62109375, -20.888671875, -35.43255615234375, -34.21875, -83.6455078125, -41.4332275390625, -0.410919189453125, -47.049560546875, -45.23486328125, -56.210693359375, -26.2320556640625, -10.11865234375, -24.17578125]","[-42.958984375, -40.029296875, -47.53515625, -36.01953125, -40.2451171875, -29.09375, -48.1268310546875, -45.3984375, -95.65625, -76.28573608398438, -31.857421875, -50.5238037109375, -56.94921875, -60.712890625, -47.022216796875, -22.0625, -26.4326171875]","My sweet daughter lost her little girl several months ago. She was 7 months along when the doctor lost the heartbeat. We met her at the hospital  where she was induced. About 4 hours later her little baby was born. It was really hard, we cried and prayed together. Her faith has helped her get through it. She and her husband are being strong for each other and their other two kids. She understands that faith in God makes hard things possible. She wrote us about it and quoted this from one of our church leaders: This is a vivid illustration of the truth expressed by President Russell M. Nelson: “When the focus of our lives is on … Jesus Christ and His gospel, we can feel joy regardless of what is happening﻿—or not happening﻿—in our lives. Joy comes from and because of Him."" She has helped us through this as much as we have helped her. She has reminded us that everyone’s situation is different, and the details of each life are unique. Nevertheless, I have learned that there is something that would take away the bitterness that may come into our lives. There is one thing we can do to make life sweeter, more joyful, even glorious. We can be grateful! We are trying to live that way.",3K772S5NP9XPKYGV9S5PS80B4A8HE8,,retold
