,AssignmentId,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,story,recAgnPairId,recImgPairId,memType
0,32UTUBMZ7HIWVWZV4QK361LZ7B2VB8,0.4255786215947488,"[-0.0699907449575571, 0.5920419692993164, -0.2563524776034885, 0.36651611328125, -0.06222866743038862, 0.4405252557051809, 1.566796875, 0.20000095367431642, 0.29750162760416665, 0.5165872284860322, 0.5181169509887695, 0.31307824452718097, 1.0241190592447917, 0.7603477372063531, 0.13558405095880682, 0.46661376953125]","[-68.28058624267578, -43.27355194091797, -33.770371437072754, -48.637115478515625, -121.57181549072266, -86.89263916015625, -30.08984375, -100.26204872131348, -73.78857421875, -97.00254821777344, -92.83845520019531, -124.34237289428711, -57.85882568359375, -69.46122074127197, -131.12008666992188, -64.7115478515625]","[-66.4608268737793, -52.74622344970703, -29.15602684020996, -56.700469970703125, -119.1448974609375, -103.63259887695312, -45.7578125, -108.26208686828613, -82.713623046875, -114.0499267578125, -109.41819763183594, -139.3701286315918, -76.29296875, -89.9906096458435, -135.5943603515625, -76.37689208984375]","I've read the full four book lonesome dove series and I consider it to be among the finest of the great western classics. I've also seen the numerous depictions in film of McMurtry's stories. I first discovered the adventures of Call and McCrae in my freshman year of high school. My new girlfriend at the time (who considered herself a bit of a cowgirl) was obsessed with the series. She wasn't exaggerating to say she'd tried her hand at being a cowboy; she once joined an old fashioned cattle drive that took a herd of livestock from idaho to montana by horse. She was so taken by the series and it's characters that she even had her bicep tattooed with a full half-sleeve of McCrae rearing back on a horse. It was quite good work and I was quite jealous. I wouldn't mind going back to visit some of the timeless characters in those novels, they really do hold up in their unflinching depiction of the old american west, blemishes and all. Some of the most profound things I took from the stories were the details surrounding the cultures of the various native american tribes the cowboys encounter along the journeys. It's very interesting to know how the comanches and apaches were so desperately feared, and some other tribes simply were not as their way of life was much different. It also doesn't surprise me that plains native americans would be so tough and willing to fight to defend themselves given the overall harsh environment of north and west texas. One of the most striking moments in the series is when the long time adversary of Call and McCrae, the former chief of the comanches, is on his death-bed and seeks a personal journey to die alone and apart from his tribe. The cowboys have fought him for decades and want nothing but vengeance but they never get it. Instead the reader is treated to a profound moment of acceptance from an incredibly strong-willed man as he ushers himself from his world. It is truly one of my favorite books and having grown up in Texas, I some sense of pride imagining that events as romantic if at time brutal  probably took place. It makes me feel at the very least that Texas is as unique a state as we Texans would like to believe and often proclaim.",,30X31N5D64CBKUDZ4HF203HMQFJASZ,imagined
1,3QEMNNSB2YLNZ3WJ0O8TVDTXERTD79,0.8019924668412646,"[-0.07699819711538461, -0.08253987630208333, 0.4362336888032801, 1.0134349009569954, 0.7067192925347222, 1.8898529052734374, 1.0417633056640625, 0.3783482142857143, 0.696380615234375, 1.6583658854166667, 1.92633056640625, 0.7053865705217633, 1.04345703125, 0.31026785714285715, 0.691070556640625, 0.6465473175048828, 0.6492513020833334]","[-21.69287109375, -37.469482421875, -10.042374610900879, -27.97142243385315, -26.8485107421875, -18.147079467773438, -61.5924072265625, -23.056640625, -16.632415771484375, -46.84716796875, -31.899169921875, -34.08320617675781, -30.25390625, -30.4375, -23.613555908203125, -54.026214599609375, -33.805908203125]","[-20.69189453125, -36.47900390625, -17.45834732055664, -45.19981575012207, -33.208984375, -46.494873046875, -86.5947265625, -25.705078125, -24.988983154296875, -71.72265625, -55.01513671875, -43.9586181640625, -40.6884765625, -32.609375, -29.83319091796875, -64.3709716796875, -41.596923828125]","I finished a book I have been reading for the last few days.  It was a western which is outside of my normal book choices.  It was titled ""Lonesome Dove"" and was written by Larry McMurtry.   ""Lonesome Dove"" is the name of a near ghost town in south Texas.  The two main characters are Gus and McCall.  They are aging ex-Texas Rangers that decide to go on one last adventure.  They decide to steal some cattle from Mexico and start a ranch in the northern U.S.  I think it as Montana.  The book had very rich character development.  There were good guys, bad guys, and in-between guys.  On of the major villains is the a really bad guy name ""Blue Duck"".  One of the in-between is a girl/woman named Lori.  She is a ""lady of the night"" but sweet just the same.  Gus and McCall are kind of the good guys.  The scenery and imagery are very rich.  It is very colorful in terms of the language.  You need to remember this book and maybe get other books written by McMurtry.  I really miss this book -- it seemed like an old friend.",30X31N5D64CBKUDZ4HF203HMQFJASZ,,retold
2,30X31N5D64CBKUDZ4HF203HMQFJASZ,0.7816223155586199,"[-0.12033358487215909, 0.6032541063096788, 0.18711053757440477, 1.4437904357910156, 0.7487727078524503, 1.4271975430575283, 0.3261706034342448, 0.9669270833333333, 0.7314132690429688, 1.6288559096200126, 0.5329058611834491, 0.33739328384399414, 0.16451009114583334, 0.3757455999200994, 1.6599934895833333, 0.6233285875881419, 0.6345358455882353, 1.7976303100585938]","[-53.3076171875, -46.92115020751953, -72.2159423828125, -19.212745666503906, -31.891712188720703, -46.590667724609375, -56.12981414794922, -32.24609375, -31.574249267578125, -33.032127380371094, -50.396636962890625, -19.190988540649414, -30.25244140625, -29.18250274658203, -28.5830078125, -85.8177227973938, -61.13916015625, -23.11505126953125]","[-50.6602783203125, -57.77972412109375, -76.145263671875, -27.87548828125, -48.36471176147461, -77.989013671875, -62.000885009765625, -46.75, -46.2025146484375, -55.83611011505127, -64.78509521484375, -23.239707946777344, -32.2265625, -33.315704345703125, -48.5029296875, -107.01089477539062, -82.71337890625, -37.49609375]","I know it may sound silly but it was quite emotional to finish what I now consider to be my favorite book.  It is difficult to even come up with a single favorite book but I did in this case. I liked it so much , maybe because at 59, I am aging and related well to the characters.  I am also a Texan.  Lonesome Dove is about two aging ex-Texas Rangers that feel the need to have one last great adventure.  This last adventure takes the form of a cattle drive from south Texas north to Montana (if memory serves me well).  There are many other characters involved with different backgrounds that could very well have books of their own.  The adventures abound and there really isn't a dull moment in the entire book.  Larry McMurtry excels at character development to the point that I felt as though I knew them.  He also excels at plots and sub-plots that are very compelling. While it isn't ""War and Peace"" long, it is a rather long book but I wished it was longer when I finished it.  I was very sad when I finished reading Lonesome Dove.  It was like losing a playmate, maybe even a friend.  I wondered what I was going to do for reading next.  I ended up researching similar books written by Larry McMurtry.  I did find other similar books that were written about the western United State at around the same time period but it just didn't match the colorful characters in Lonesome Dove. Maybe it was because I was born in the panhandle of Texas, my dad was a real cowboy and I could relate better to many of the things mentioned in the book.  As such the others paled in comparison.",30X31N5D64CBKUDZ4HF203HMQFJASZ,30X31N5D64CBKUDZ4HF203HMQFJASZ,recalled
3,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,0.5143223296738522,"[-0.21351706981658936, 0.8816805752840909, 0.7218692302703857, 0.6578097873263888, 0.25587142141241775, 0.5499545010653409, 0.3246853439896195, 0.6333396811234323, 0.6825546264648438, 0.7722380264945652, 0.25099029541015627, 0.2508583068847656, 0.264385986328125, 1.0870540843290442, 0.6028594425746373, 0.5958404541015625, 0.6416286892361112, 0.2884328741776316, 0.523588007146662]","[-45.468308448791504, -23.25390625, -66.46521759033203, -33.214111328125, -68.07846069335938, -40.66064453125, -73.08492851257324, -65.37965202331543, -37.524139404296875, -30.909423828125, -51.64216613769531, -19.338287353515625, -63.042327880859375, -26.95855712890625, -69.49516105651855, -30.321632385253906, -47.60693359375, -38.2138671875, -56.91368103027344]","[-39.91686463356018, -32.952392578125, -89.56503295898438, -45.0546875, -77.80157470703125, -52.7596435546875, -81.85143280029297, -89.44655990600586, -51.17523193359375, -48.6708984375, -59.171875, -21.84687042236328, -69.6519775390625, -45.4384765625, -90.59524154663086, -40.45092010498047, -59.15625, -43.694091796875, -68.4326171875]","About 6 months ago, I decided to learn more about the art of food foraging and how it could be beneficial to me. I started by searching the internet for anything I could find. I was surprised at how much you could learn and how complex it could be but I didn't let it scare me; I continued in my quest to learn more. I was intrigued by just how many wild foods there were out there available for us to eat. It made me realize that people aren't using the natural resources we have and that there are a lot of things that are going to waste just because we don't know it's available to us. After a week of doing extensive research, I decided to go on a hunt and see exactly what I could find. I drove about an hour away to a location that was plentiful of forest and wildlife that I thought would suit me for my foraging needs. As I walked through the woods, I stumbled upon things I had not recognized from my research, so I had to use my best judgement about whether or not this was something that could be edible. I found a patch of wild berries that looked good so I decided to try my luck and eat one. They were very sweet and did not have a bitter taste, so I ate a few more before continuing on my way. Further on my travels, I saw some wild plants so I decided to pick them and take them home with me to see what I could do with them. This was turning out to be quite the interesting adventure. I heard a rustling noise behind me so I abruptly looked over my shoulder and realized that I had entered someone else's territory. Instead of seeing a person like I expected, I saw a beautiful deer standing behind me. It didn't run away like I thought, but just looked at me inquisitively, stopped to take in the sights and smells of nature, and then slowly walked away. At that moment, I thought to myself, people and animals aren't all that different. We are all here for the same reason; survival and to try and protect what is ours. As it started getting dark, I figured it was time to pack up and take my findings home. My stomach was feeling a little bit queasy and I was hoping it wasn't the berries I ate from earlier!",,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,imagined
4,3PQ8K71NHY67KYR5NHTBF3NG8C4AA5,0.7055348465028399,"[-0.1449652777777778, 0.6055636935763888, 0.08783318014705882, 0.9116443452380952, 0.660727280836839, 1.3777794471153846, 0.5900539822048612, 0.3853271484375, 1.078099300986842, 0.8171941583806818, 0.6655285483912418, 1.4791666666666667, 1.130880355834961, 0.7194083077566964, 0.4397786458333333, 0.4845377604166667]","[-36.42578125, -37.567626953125, -38.2998046875, -44.9864501953125, -61.09941101074219, -27.6240234375, -43.4775390625, -56.6392822265625, -57.10009765625, -57.62841796875, -24.52239227294922, -14.0390625, -39.125244140625, -36.76873779296875, -37.720703125, -27.98828125]","[-35.12109375, -48.4677734375, -39.79296875, -64.1309814453125, -78.2783203125, -45.53515625, -54.0985107421875, -66.2724609375, -77.583984375, -75.606689453125, -37.16743469238281, -27.3515625, -57.219329833984375, -46.8404541015625, -45.63671875, -33.802734375]","I have stumbled across something new to me lately. Foraging for food in the landscape around me is a real thing and I can do it. I started thinking about the plants around me when I saw a foraging video on YouTube. A teacher was showing students about all of the edible plants in a park that happens to be near my house. I was interested in the video as I have alot of experience with gardening and it dawned upon me that I could do this too. I started looking up plants online and watching other videos about plant identification. I started slowly by looking for one single type of plant and trying to identify it multiple times. After I was confident that I could identify the plant, I ate a couple of leaves just to test out the effects of it. I would wait a day and when nothing happened negative, I became more confident in my id's. I ate more the next time and continued to find out as much as I could about the plants habitat and features. Immersing myself in one plant at a time has been a great way to expand my knowledge. Now I can identify many plants in my area. I know the leaves, fruits, colors and features of a number of edible plants. This has given me a food source other than buying food from the grocery. It's amazing to see something all around you that was always there but you never saw before. I am very glad to have stumbled upon this field of knowledge.",31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,,retold
5,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,0.9555805947238352,"[-0.0009789100060096155, 1.2394670758928572, 0.6384613037109375, 0.44150724865141366, 0.047540838068181816, 0.84735107421875, 0.007587251209077381, 0.7394612630208334, 1.93736572265625, 0.6030102509718674, 0.23536265980113635, 1.788427734375, 3.778076171875, 1.4689089457194011, 0.9173177083333334, 0.6004231770833334]","[-24.455810546875, -10.12841796875, -25.560791015625, -58.21589660644531, -29.07470703125, -20.1727294921875, -65.533203125, -30.09619140625, -22.9385986328125, -21.577553749084473, -41.4520263671875, -10.331298828125, -10.3720703125, -21.586227416992188, -11.125, -17.8466796875]","[-24.443084716796875, -18.8046875, -38.33001708984375, -67.487548828125, -29.59765625, -28.646240234375, -65.69253540039062, -38.9697265625, -42.312255859375, -29.41668701171875, -44.041015625, -19.2734375, -25.484375, -39.213134765625, -16.62890625, -23.25048828125]","About 6 months ago I learned how to forage for food. It has been an eye opening experience. I had no idea that there was so much food all around us that we simply pass by every day. It is kind of shocking to learn that there is so much plenty all around and yet we live in deprivation. I learned about it after I watched a video on it. It really opened my eyes and showed me something new. I did a bunch of reading and research which prepared me to go into the parks around me and find things. There is lots of food in the local parks in big cities. There is even stuff growing in the sidewalk planters. Things we call ""weeds"" are actually nutritious and delicious plants. I have grown alot since I woke up to all this. My horizons have expanded. My consciousness has increased. My self-reliance and self-trust has gone up. It has been a great experience. I would not trade what I learned for anything.",31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,recalled
6,3DI28L7YXB0EGNVH73240LK4LCA1E7,0.8750848586842492,"[0.15283203125, 0.17411723889802633, 0.1801544189453125, 0.11989113136574074, 1.7622331891741072, 1.4577448918269231, 0.5678416660853794, 0.46871113777160645, 0.6859980044157609, 0.7518853081597222, 0.2357302579012784, 0.760284423828125, 1.034649658203125, 1.337890625, 2.72509765625, 2.21240234375, 0.2489786148071289]","[-9.5078125, -42.2227783203125, -52.07977294921875, -66.905517578125, -23.3160400390625, -10.18310546875, -38.11553955078125, -25.386669158935547, -41.6434326171875, -51.7164306640625, -42.532928466796875, -47.500732421875, -18.9552001953125, -10.8359375, -3.912109375, -9.470703125, -32.64744567871094]","[-10.119140625, -45.531005859375, -55.682861328125, -70.142578125, -47.9873046875, -29.1337890625, -54.015106201171875, -32.88604736328125, -57.42138671875, -65.2503662109375, -47.718994140625, -64.98727416992188, -29.30169677734375, -16.1875, -14.8125, -18.3203125, -37.627017974853516]","Our honeymoon was fantastic. It was not your typical honeymoon, we spent our honeymoon acting like kids, and it was great. We spent a large majority of our time riding our favorite rides, and just pretending we were children again. We decided on our first honeymoon trip was  going to Six Flags in Atlanta, Georgia, since it was where we had our first date. We rode almost all of the rides, and re-lived our first date. After Six flags, we went to Disney world in Orlando, Florida. It was our first time there, and we were a bit overwhelmed with all of the rides and activities there, but we had a great time. While in Orlando, we stumbled upon another theme park, which was a water park. To be honest, we had more fun at the water park than we did at Orlando, we were there for hours! Our next and last trip was in Chattanooga Tennessee, where we stumbled upon two other theme parks. One was definitely one of the smallest ones we have been to, but it had a lot of charm to it. The last one we went to, was a very massive one, almost the size of the Disney world one in Orlando. I think our last theme park was the best one. The rides were fantastic. The food was amazing. The prices were reasonable. After it was all said and done, we were very happy with our decisions and had a fantastic time.",,324G5B4FB4UT0JVPOCKYG69DUP1072,imagined
7,30X31N5D64CBKUDZ4HF203HNG3USAW,1.1437847570034416,"[-0.22993607954545456, 1.2077544362921464, -0.033050537109375, 0.4495364918428309, 2.137451171875, 0.9271925796161998, 2.15362548828125, 2.8951072692871094, 2.4623481730620065, 0.67684326171875, 0.9567153033088235, 1.2545738220214844, 1.0575013732910157, 0.7250596751337466, 1.6552734375, 1.5942594210306804, 1.3221794577205883, 0.6705372022545856, 0.4543582371303013, 0.5383649553571429]","[-19.10009765625, -14.214775085449219, -66.08184814453125, -43.718292236328125, -13.178466796875, -47.13577699661255, -15.608642578125, -6.983673095703125, -13.91275942325592, -32.614990234375, -28.48681640625, -23.31402587890625, -36.59054183959961, -41.43556594848633, -9.81640625, -24.402334213256836, -39.38623046875, -44.06031036376953, -35.879676818847656, -46.1513671875]","[-16.57080078125, -37.162109375, -65.28863525390625, -51.36041259765625, -28.140625, -67.53401374816895, -32.837646484375, -30.14453125, -43.4609375, -46.15185546875, -44.7509765625, -43.38720703125, -63.028076171875, -58.1119384765625, -16.4375, -43.533447265625, -61.86328125, -59.482666015625, -42.240692138671875, -53.6884765625]","My wife and I were married in October 2018. However, because of our schedules, we couldn't go on our honeymoon until June 2019. Prior to the honeymoon I had some very important work due, and I was really looking forward to the time to have fun. We both love theme parks, and so our honeymoon was to visit six new theme parks. We started at Holiday World in Indiana. They had amazing roller coasters, including one named Voyage, that is now in my top five of all time. They also had tons of great water rides. After that, we went to Kentucky Kingdom. It was a small park, but had some nice coasters. Unfortunately, it was 100 degrees and humid, and for some reason the water park wasn't open. Because of this, we left really early to get to our next destination, Dollywood. Sadly, we had to cancel the visit to Dollywood because of a huge storm. Instead, we continued on to Carowinds, and got to ride Fury 325, which is now my second favorite coaster. We spent two days in Charlotte, where Carowinds is, and then headed to Virginia to go to Kings Dominion. The park was amazing. We both loved intimidator 305 and Twisted Timbers. After this, we headed to Philadelphia to enjoy the city itself, with no theme parks. Our final stop was in Toronto, where we enjoyed the city, and a great theme park, called Canada's Wonderland. The most memorable part of the Honeymoon was probably the first park. It was so good and we had the rush of the vacation just beginning.",324G5B4FB4UT0JVPOCKYG69DUP1072,,retold
8,324G5B4FB4UT0JVPOCKYG69DUP1072,1.3371644086574657,"[0.15106201171875, 1.4405462091619319, 1.2084309895833334, 0.9424176897321429, 0.9893235426682693, 1.1041377024217085, 1.3734375, 1.1406813401442308, 1.8293124112215908, 1.6446820427389706, 1.8081758939302885, 0.78631591796875, 2.3803176879882812, 0.9465705023871528, 1.40557861328125, 1.5347222222222223, 1.0968231201171874, 0.7783390925480769, 1.4140625, 0.2622194290161133, 0.9725674715909091, 2.2480604383680554, 3.2969970703125]","[-27.32470703125, -24.72674560546875, -27.95556640625, -11.913818359375, -24.3126220703125, -29.685960292816162, -10.390625, -35.800048828125, -8.3282470703125, -21.461166381835938, -17.03045654296875, -43.1595458984375, -8.094268798828125, -56.003265380859375, -27.91162109375, -17.8359375, -55.1259765625, -29.73907470703125, -11.296875, -35.68980407714844, -21.013671875, -12.5125732421875, -14.641357421875]","[-29.137451171875, -40.57275390625, -46.08203125, -18.5107421875, -37.173828125, -53.97698974609375, -17.2578125, -50.62890625, -28.45068359375, -49.42076110839844, -40.5367431640625, -54.16796875, -36.6580810546875, -73.04153442382812, -39.15625, -31.6484375, -77.06243896484375, -39.85748291015625, -16.953125, -39.88531494140625, -31.7119140625, -32.7451171875, -47.611328125]","My wife and I went on our honeymoon about three month ago. It was a road trip visiting various cities and amusement parks. We chose this because we both love rollercoasters and it fit our budget. We were both very excited about it. In total, we visited 5 parks and 3 major cities. We were supposed to visit 6 parks, but one day got rained out and we had to skip it. Our trip started in Ohio. The first park was called holiday world and was in Santa Clause Indiana. Next, we went to Kentucky Kingdom in Louisville, Kentucky. After this, we were supposed to go to Dollywood, but the rain canceled it. Our next park was Carowinds, just outside Charlotte North Carolina. We were there long enough for a day in the park and the city. After this, we went to Kings Dominion in Doswell Virginia. They have a coaster that pulls so many G's everyone blacks out or gets close to it. After a day here, we visited Philadelphia. We spent a night and day in the city. We toured around the sites and ate plenty of Cheesesteaks and Dinic's roasted pork sandwiches. Our final stop was Toronto and Canada's Wonderland just outside the city. We spent three days. This was we made sure to take in as much as the city had to offer. We also stopped on the way there to see Niagara Falls. I had never seen it from the Canadian side. It was way more impressive than from the American side.",324G5B4FB4UT0JVPOCKYG69DUP1072,324G5B4FB4UT0JVPOCKYG69DUP1072,recalled
9,3ZOTGHDK5JX0MY70E0KK1Y1RH1POSQ,0.2830255551300184,"[-0.31328125, -0.30118052164713544, 0.9060872395833334, 0.1211700439453125, -0.12418619791666667, 0.517578125, 0.6856146918402778, 0.9376202424367269, 0.03883040578741776, 0.1834575511791088, 0.3231421576605903, -0.09193638392857142, 0.24417622884114584, 0.19315207345145088, 0.35876246861049105, 0.8010177612304688, 0.33140980113636365]","[-16.78515625, -19.474945068359375, -10.9873046875, -41.47705078125, -33.19091796875, -32.919921875, -81.3770751953125, -60.14074516296387, -45.422271728515625, -52.48240661621094, -37.972503662109375, -47.64453125, -44.9599609375, -66.81804656982422, -47.02534484863281, -33.815826416015625, -14.44677734375]","[-15.21875, -15.86077880859375, -16.423828125, -44.3851318359375, -31.328125, -40.68359375, -99.888671875, -82.64363098144531, -46.16004943847656, -57.435760498046875, -43.7890625, -45.7138671875, -50.8201904296875, -73.578369140625, -54.559356689453125, -49.836181640625, -18.09228515625]","My heart is utterly broken. Two months ago in May, my sister-in-law passed away. It was sudden and very tragic. She was driving home from work in the rain when she lost control of her car and get into an accident on the interstate. It feels like I was just talking to her and planning our next get together. We'd planned to go to a concert with my brother and sister in July. I didn't like the artist that we were going see, but it was for her birthday that we'd missed doing something for in February. She had been waiting to go that concert for years but hadn't been able to because our work schedules didn't line up. I considered my sister-in-law as much one of my actual siblings as my brother and sister are. She'd been there for my wife and I through some hard times and was always willing to lend a hand to help us with the children. I can't believe that she's gone and I know that it's tougher on my wife. This is a very tragic time for both of our families, because she was really a light in our lives. My family is pulling through as best we can and are making sure that we are there for each other in this trying time. The funeral was difficult, but it was attended by so many people and my sister-in-law would've really been happy to know how many lives she touched when she was still here. I think that if anything good can come out of this is that we'll be more of a bonded family. We know that's what she would've wanted us to do and we'll honor her in this way. But I don't think I'll ever stop missing her.",,324G5B4FB4UT0JVPOCKYG69DW6870G,imagined
